"customer_name","gender","age","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure","address","postcode","state","country","property_valuation"
"Claudell Rounsefell","M",30,67,"VP Sales","Financial Services","Affluent Customer","No",8,"61416 Karstens Place","4217","QLD","Australia",5
"Garwin Nurden","M",65,54,"Programmer I","Property","High Net Worth","Yes",5,"0 Union Parkway","3142","VIC","Australia",11
"Bunny Leebetter","F",57,83,"Quality Engineer","Manufacturing","High Net Worth","Yes",8,"4 Lukken Lane","4301","QLD","Australia",4
"Matias Melloi","M",46,61,"Legal Assistant","Retail","Affluent Customer","No",11,"1507 Schlimgen Trail","2155","NSW","Australia",10
"Sada Dowyer","F",25,47,"Human Resources Manager","Financial Services","High Net Worth","Yes",3,"4 Meadow Ridge Place","2090","NSW","Australia",10
"Anet Roseman","F",27,84,"Programmer Analyst III","Financial Services","Mass Customer","No",9,"31 Melody Circle","3814","VIC","Australia",4
"Katie Warhurst","F",32,0,"Help Desk Operator","Retail","High Net Worth","Yes",14,"96 Rutledge Drive","3064","VIC","Australia",5
"Celia Bryden","F",80,12,"Chemical Engineer","Manufacturing","High Net Worth","No",21,"2905 Towne Place","2114","NSW","Australia",9
"Stearne Trolley","M",41,42,"Automation Specialist IV","Financial Services","High Net Worth","No",14,"638 Caliangt Avenue","2137","NSW","Australia",11
"Tristam Larose","M",38,70,"VP Accounting","Financial Services","Mass Customer","No",17,"9645 Moose Terrace","2137","NSW","Australia",11
"Laurena","F",62,21,"VP Sales","Manufacturing","High Net Worth","No",10,"7 Messerschmidt Crossing","3810","VIC","Australia",6
"Heloise Fairpool","F",47,17,"Information Systems Manager","Manufacturing","High Net Worth","No",17,"005 Loeprich Way","4680","QLD","Australia",3
"Dory Malpass","F",51,19,"Help Desk Operator","Property","Affluent Customer","Yes",13,"3653 Steensland Road","4103","QLD","Australia",8
"Marcellina Baynton","F",76,60,"Software Engineer III","Financial Services","Mass Customer","No",16,"56 Comanche Terrace","3141","VIC","Australia",10
"Gregorius Leal","M",72,7,"Software Test Engineer I","Retail","Affluent Customer","Yes",21,"66 Merry Court","2033","NSW","Australia",12
"Deana Canton","F",49,67,"Help Desk Operator","Property","Mass Customer","Yes",14,"92 Ludington Street","4301","QLD","Australia",3
"Kori Sparsholt","F",83,59,"Office Assistant II","Manufacturing","Mass Customer","Yes",19,"37 Rigney Park","2171","NSW","Australia",9
"Lucky Klainman","F",76,24,"Chief Design Engineer","Retail","Mass Customer","No",8,"0796 Barnett Plaza","3758","VIC","Australia",4
"Erasmus Olenchenko","M",58,56,"Software Test Engineer IV","Property","Mass Customer","Yes",5,"415 Rockefeller Trail","2484","NSW","Australia",7
"Carita Sand","F",46,25,"Quality Engineer","Retail","Mass Customer","No",16,"846 Loftsgordon Crossing","2154","NSW","Australia",11
"Lynnett Tipper","F",30,22,"Social Worker","Health","High Net Worth","Yes",2,"9 Ridgeview Avenue","3109","VIC","Australia",10
"Thorn Stigers","M",51,42,"Business Systems Development Analyst","Financial Services","Mass Customer","No",19,"6218 Delladonna Parkway","4115","QLD","Australia",8
"Lela Billing","F",53,38,"Programmer Analyst III","Property","Mass Customer","Yes",18,"095 Glacier Hill Circle","2571","NSW","Australia",7
"Norah Mapis","F",23,75,"Assistant Manager","Argiculture","Mass Customer","No",10,"057 Victoria Crossing","2263","NSW","Australia",9
"Moina Rosenbaum","F",22,50,"Graphic Designer","IT","Mass Customer","No",14,"0 Memorial Road","3109","VIC","Australia",10
"Ceciley Harg","F",33,50,"Nurse Practicioner","Retail","Mass Customer","Yes",4,"409 Starling Lane","4172","QLD","Australia",7
"Torry de la Valette Parisot","M",56,95,"VP Marketing","Telecommunications","Mass Customer","Yes",18,"36963 Pierstorff Terrace","3168","VIC","Australia",9
"Sigismund Sedger","M",24,9,"Accountant II","Manufacturing","Affluent Customer","No",7,"8069 Sunbrook Way","2155","NSW","Australia",10
"Irvine Headon","M",67,99,"Geologist III","IT","Affluent Customer","Yes",20,"9 Hovde Way","2322","NSW","Australia",5
"Laurie","M",44,31,"Assistant Media Planner","Entertainment","Mass Customer","Yes",15,"94 Barby Lane","2210","NSW","Australia",10
"Tomkin Bernlin","M",22,7,"Food Chemist","Health","Affluent Customer","Yes",9,"0492 Kings Street","2480","NSW","Australia",3
"Genni Fanstone","F",51,25,"Administrative Assistant II","Entertainment","Mass Customer","No",16,"1 Fair Oaks Alley","3149","VIC","Australia",10
"Blondie","F",28,43,"Actuary","Financial Services","High Net Worth","No",11,"780 Norway Maple Hill","2565","NSW","Australia",8
"Aloysius Killingsworth","M",66,89,"VP Quality Control","Health","Mass Customer","No",12,"625 Mandrake Junction","2145","NSW","Australia",9
"Carola Philler","F",72,73,"Dental Hygienist","Health","High Net Worth","No",15,"1037 Roth Park","2145","NSW","Australia",7
"Fitzgerald Hellikes","M",44,25,"Media Manager IV","Health","Mass Customer","Yes",10,"315 Center Park","3040","VIC","Australia",7
"Ingmar Okenden","M",64,97,"Compensation Analyst","Financial Services","Mass Customer","Yes",8,"1 Graceland Plaza","3216","VIC","Australia",2
"Tina Dunstan","F",84,13,"Account Representative IV","Retail","Affluent Customer","No",13,"98555 Victoria Hill","2171","NSW","Australia",7
"Huberto Mollatt","M",62,82,"Programmer IV","IT","Mass Customer","Yes",14,"31121 Pierstorff Center","2770","NSW","Australia",7
"Georgi","M",53,29,"Assistant Manager","Manufacturing","High Net Worth","No",11,"59 Garrison Terrace","3215","VIC","Australia",4
"Adolpho Bellerby","M",79,46,"VP Sales","Financial Services","High Net Worth","Yes",13,"2763 Buhler Circle","4305","QLD","Australia",4
"Kelsey Hatt","F",57,69,"Senior Sales Associate","Financial Services","High Net Worth","No",8,"309 Maple Wood Pass","3930","VIC","Australia",6
"Lucien","M",57,83,"Data Coordiator","Financial Services","High Net Worth","Yes",19,"777 Fairfield Court","4305","QLD","Australia",3
"Ariel McCloid","M",29,4,"Human Resources Manager","Health","High Net Worth","Yes",6,"99 Quincy Parkway","3630","VIC","Australia",1
"Bevvy Openshaw","F",48,68,"Staff Scientist","Financial Services","Affluent Customer","Yes",10,"902 Westend Lane","2318","NSW","Australia",3
"Alexina Mabley","F",48,72,"Web Designer IV","Manufacturing","Mass Customer","Yes",10,"9 Rieder Junction","2573","NSW","Australia",9
"Dawn Pyffe","F",58,56,"Media Manager III","Retail","Mass Customer","No",11,"734 Veith Way","3155","VIC","Australia",8
"Claudette Renackowna","F",27,55,"Administrative Officer","Manufacturing","Mass Customer","No",2,"0800 Dahle Alley","2148","NSW","Australia",8
"Elianora Poolton","F",79,15,"Programmer II","Financial Services","Mass Customer","Yes",21,"5 Macpherson Drive","3134","VIC","Australia",9
"Park","M",46,39,"Nurse Practicioner","IT","Affluent Customer","No",14,"07 Boyd Drive","4350","QLD","Australia",7
"Anthony Lindstrom","M",26,86,"Geologist IV","Financial Services","Affluent Customer","Yes",10,"427 Oak Avenue","2205","NSW","Australia",10
"Liane Poizer","F",71,59,"Analyst Programmer","Property","High Net Worth","No",13,"390 Express Plaza","2076","NSW","Australia",11
"Romonda Hallt","F",63,69,"Operator","Manufacturing","Affluent Customer","No",15,"703 Ludington Plaza","2480","NSW","Australia",4
"Sula Thomann","F",34,56,"Assistant Manager","Health","Mass Customer","No",6,"7 Dayton Circle","2160","NSW","Australia",9
"Renell Earley","F",69,5,"Compensation Analyst","Financial Services","Mass Customer","Yes",11,"79 Manufacturers Plaza","4171","QLD","Australia",5
"Cliff Philipsson","M",56,82,"Structural Analysis Engineer","Argiculture","Mass Customer","No",16,"600 Artisan Drive","3149","VIC","Australia",10
"Clevey Aisthorpe","M",47,27,"Software Consultant","Retail","Mass Customer","Yes",8,"0 Veith Way","2009","NSW","Australia",9
"George Jose","M",63,68,"Payment Adjustment Coordinator","Retail","High Net Worth","Yes",20,"535 Corben Point","4680","QLD","Australia",4
"Milty Brauninger","M",78,13,"Payment Adjustment Coordinator","Manufacturing","High Net Worth","No",11,"54 6th Trail","2640","NSW","Australia",7
"Killian Nettles","M",43,44,"Marketing Assistant","Manufacturing","Affluent Customer","No",4,"16 Pepper Wood Junction","3803","VIC","Australia",7
"Gaultiero Fibbens","M",43,41,"Help Desk Technician","Financial Services","Affluent Customer","No",9,"938 Bartillon Hill","2035","NSW","Australia",11
"Inglebert Aspinal","M",50,4,"Financial Analyst","Financial Services","Mass Customer","No",11,"612 Annamark Center","2176","NSW","Australia",8
"Jammal Devenny","M",24,57,"Marketing Manager","Retail","High Net Worth","No",12,"18 Sage Plaza","3152","VIC","Australia",9
"Jodi Lermit","F",69,94,"VP Sales","Health","Mass Customer","Yes",10,"05 Corry Center","4021","QLD","Australia",2
"Emelia Ackwood","F",35,72,"Senior Cost Accountant","Financial Services","Mass Customer","Yes",10,"1 South Street","4183","QLD","Australia",9
"Andee Huke","F",52,91,"Chemical Engineer","Manufacturing","Mass Customer","No",9,"4810 Kim Park","3858","VIC","Australia",2
"Isa Fominov","M",22,75,"Physical Therapy Assistant","IT","Mass Customer","Yes",5,"80388 Ryan Place","2010","NSW","Australia",9
"Zabrina Margram","F",59,87,"Civil Engineer","Manufacturing","High Net Worth","Yes",11,"1092 Kinsman Parkway","4053","QLD","Australia",8
"Maddalena Angood","F",24,79,"Staff Accountant II","Manufacturing","Affluent Customer","No",12,"1 Bluejay Court","2320","NSW","Australia",4
"Sofie Worsfold","F",69,87,"Environmental Tech","Retail","Mass Customer","Yes",9,"7 Maple Wood Plaza","4125","QLD","Australia",6
"Elmira Vasilyev","F",72,33,"Senior Quality Engineer","Manufacturing","High Net Worth","No",12,"12 Eastlawn Terrace","2007","NSW","Australia",9
"Free Rowland","M",67,42,"Director of Sales","Health","Mass Customer","Yes",12,"24929 Spaight Junction","3796","VIC","Australia",8
"Worthington Cohane","M",32,60,"Chief Design Engineer","Entertainment","High Net Worth","No",2,"846 Daystar Lane","2000","NSW","Australia",12
"Bailey Bereford","M",73,44,"Senior Sales Associate","Argiculture","Affluent Customer","Yes",11,"36 Golf Course Circle","2444","NSW","Australia",6
"Perry Whitehurst","M",43,79,"Structural Engineer","Manufacturing","High Net Worth","Yes",8,"0 Nelson Crossing","3155","VIC","Australia",7
"Antony Tuma","M",69,11,"Environmental Tech","Telecommunications","High Net Worth","Yes",13,"93264 Almo Plaza","3078","VIC","Australia",10
"Corene Hallgate","F",59,26,"Financial Advisor","Financial Services","Mass Customer","Yes",14,"2109 Shoshone Court","3103","VIC","Australia",12
"Nico Chadwick","M",70,97,"Research Assistant IV","Financial Services","Affluent Customer","No",13,"355 Roxbury Lane","3190","VIC","Australia",8
"Joline Skipperbottom","F",51,59,"Desktop Support Technician","Retail","High Net Worth","No",9,"2 Warrior Crossing","2161","NSW","Australia",9
"Dallas Lavalde","F",25,18,"Product Engineer","Financial Services","Mass Customer","No",12,"16898 Donald Plaza","2323","NSW","Australia",4
"Amabel","F",42,71,"Chief Design Engineer","Financial Services","Mass Customer","Yes",9,"3128 Mallory Pass","2144","NSW","Australia",6
"Hilario McCulloch","M",37,61,"Physical Therapy Assistant","Retail","Mass Customer","No",8,"799 Luster Road","3051","VIC","Australia",8
"Jim Haddrell","M",68,55,"Associate Professor","Financial Services","Mass Customer","No",9,"53 Dryden Trail","2358","NSW","Australia",3
"Jacobo Mucklow","M",71,62,"Computer Systems Analyst I","Financial Services","High Net Worth","Yes",22,"5512 Ronald Regan Hill","3122","VIC","Australia",8
"Gretel Paschke","F",67,10,"Editor","Financial Services","Mass Customer","Yes",17,"72 Melrose Street","4074","QLD","Australia",7
"Dwain Hatch","M",29,62,"Marketing Assistant","Health","Affluent Customer","No",15,"5 Hovde Lane","3028","VIC","Australia",8
"Lucretia D'Agostini","F",45,41,"Database Administrator III","Manufacturing","High Net Worth","No",15,"4 Gale Center","3185","VIC","Australia",7
"Claude Bowstead","F",26,37,"Accounting Assistant III","Manufacturing","Mass Customer","No",7,"5263 Stone Corner Crossing","2217","NSW","Australia",12
"Donn MacGregor","M",58,80,"Civil Engineer","Manufacturing","High Net Worth","No",5,"0439 Mandrake Park","2046","NSW","Australia",10
"Laurel Devennie","F",47,78,"VP Product Management","Manufacturing","Affluent Customer","No",13,"069 Hoard Pass","4352","QLD","Australia",5
"Angie Tansley","M",73,68,"VP Sales","Manufacturing","Mass Customer","No",8,"8 Cardinal Junction","2444","NSW","Australia",7
"Terrence Dalligan","M",25,60,"Chemical Engineer","Manufacturing","High Net Worth","Yes",2,"240 Main Hill","3200","VIC","Australia",6
"Katy Crooke","F",46,0,"Food Chemist","Health","Mass Customer","No",13,"67081 Burrows Center","2111","NSW","Australia",12
"Sammy Borsi","F",51,99,"Accountant III","Financial Services","Mass Customer","No",5,"0 Kipling Way","2289","NSW","Australia",7
"Morganica Ainsbury","F",50,37,"Senior Editor","Entertainment","High Net Worth","Yes",9,"1 Raven Way","2151","NSW","Australia",10
"Nils Champion","M",39,69,"Programmer III","Retail","Affluent Customer","No",13,"261 Holy Cross Park","2750","NSW","Australia",9
"Beverlee Querree","F",32,42,"Marketing Manager","Financial Services","High Net Worth","Yes",12,"891 Ohio Terrace","2075","NSW","Australia",12
"Reiko Degenhardt","F",47,83,"Financial Analyst","Financial Services","High Net Worth","Yes",5,"50897 Northfield Road","4280","QLD","Australia",6
"Cord Dunsmore","M",24,12,"Internal Auditor","Manufacturing","Mass Customer","Yes",13,"596 Boyd Park","4301","QLD","Australia",3
"Gabey Kennicott","F",65,55,"Developer I","Financial Services","Affluent Customer","No",17,"8 Fordem Place","2322","NSW","Australia",6
"Jacqui Devey","F",28,79,"Analyst Programmer","Financial Services","High Net Worth","Yes",13,"656 Kennedy Crossing","2261","NSW","Australia",8
"Byrom Ramas","M",30,23,"Help Desk Technician","Manufacturing","High Net Worth","No",12,"2 Jackson Place","2528","NSW","Australia",7
"Worthington Ahmed","M",51,79,"Senior Cost Accountant","Financial Services","High Net Worth","No",13,"39408 Manufacturers Road","3335","VIC","Australia",3
"Chico Dye","M",29,46,"Speech Pathologist","Manufacturing","High Net Worth","No",13,"168 Schlimgen Center","2526","NSW","Australia",9
"Davidde Cockroft","M",76,70,"Geological Engineer","Manufacturing","High Net Worth","No",8,"8 Kim Avenue","2158","NSW","Australia",12
"Charlie Dmych","M",73,60,"Account Coordinator","Manufacturing","High Net Worth","No",13,"920 Cambridge Way","2263","NSW","Australia",6
"Donn Chaney","M",72,15,"Research Assistant II","Retail","Mass Customer","No",13,"4 Schlimgen Trail","4701","QLD","Australia",3
"Kamila Parsonage","F",69,80,"Help Desk Operator","Property","Mass Customer","No",5,"31 Mccormick Court","4131","QLD","Australia",8
"Barth Sapshed","M",29,4,"Executive Secretary","Financial Services","Mass Customer","Yes",13,"65 Milwaukee Lane","4520","QLD","Australia",10
"Padriac Collacombe","M",56,67,"Software Consultant","Health","Affluent Customer","No",13,"76 Mendota Park","2090","NSW","Australia",10
"Olive Mozzi","F",68,87,"Account Representative IV","Retail","Affluent Customer","Yes",20,"26667 Rigney Place","2567","NSW","Australia",9
"Benedict Rosas","M",68,73,"Actuary","Financial Services","High Net Worth","Yes",15,"898 Muir Court","2142","NSW","Australia",6
"Virginia De Antoni","F",59,17,"Executive Secretary","Telecommunications","High Net Worth","Yes",12,"88093 Pierstorff Plaza","2030","NSW","Australia",10
"Nicolas O'Donnell","M",37,40,"Internal Auditor","Property","Mass Customer","Yes",14,"3319 Anthes Crossing","3177","VIC","Australia",7
"Oswald MacCarlich","M",32,81,"Assistant Media Planner","Entertainment","Mass Customer","No",14,"16 Mosinee Place","4717","QLD","Australia",1
"Ailyn Howgate","F",22,66,"Electrical Engineer","Manufacturing","Mass Customer","Yes",2,"197 Northport Plaza","4213","QLD","Australia",7
"Karol Salthouse","F",55,53,"Research Assistant III","Financial Services","Mass Customer","Yes",18,"10236 Mifflin Avenue","2570","NSW","Australia",8
"Esdras Birchett","M",73,81,"Assistant Media Planner","Entertainment","Mass Customer","Yes",21,"5287 Clarendon Plaza","2258","NSW","Australia",9
"Wilfrid Gertray","M",81,1,"Accounting Assistant I","Financial Services","Mass Customer","No",16,"38407 Sutteridge Circle","2766","NSW","Australia",8
"Charmain Styles","F",58,49,"Programmer Analyst I","Property","High Net Worth","Yes",18,"423 Holy Cross Lane","3029","VIC","Australia",7
"Kirsteni Gritskov","F",25,66,"Executive Secretary","Health","Mass Customer","No",4,"743 Stuart Terrace","2560","NSW","Australia",7
"Bobby Summersby","M",80,90,"Sales Associate","Financial Services","Affluent Customer","No",7,"1478 Oak Valley Park","3350","VIC","Australia",2
"Shepherd Dutchburn","M",47,33,"Senior Sales Associate","Financial Services","High Net Worth","Yes",9,"8970 Anhalt Junction","2160","NSW","Australia",9
"Berenice Kaesmakers","F",29,64,"Sales Representative","Retail","Mass Customer","No",11,"563 Waywood Park","2145","NSW","Australia",9
"Jesse Crosio","M",29,75,"Data Coordiator","Property","Mass Customer","Yes",13,"9313 Mayer Street","3133","VIC","Australia",8
"Cordi Thornton","F",50,47,"Structural Engineer","Telecommunications","Mass Customer","No",11,"2978 Mccormick Center","2028","NSW","Australia",10
"Debbie Tillman","F",33,3,"Account Coordinator","Manufacturing","High Net Worth","Yes",13,"527 Jay Trail","4551","QLD","Australia",8
"Judie Pirkis","F",28,2,"Recruiter","Manufacturing","Affluent Customer","Yes",4,"6 Loftsgordon Pass","2111","NSW","Australia",11
"Flin Yoskowitz","M",28,9,"Registered Nurse","Health","Mass Customer","Yes",11,"9940 Manley Drive","2574","NSW","Australia",7
"Noel Sturch","F",72,26,"Environmental Specialist","Health","Mass Customer","No",10,"0736 West Crossing","3585","VIC","Australia",1
"Letizia Poore","F",85,27,"Web Developer II","Manufacturing","Affluent Customer","No",15,"95796 Mcbride Drive","3677","VIC","Australia",3
"Raynard","M",27,32,"Statistician III","Health","Affluent Customer","No",14,"20187 Loomis Court","4132","QLD","Australia",6
"Kiley Grunder","M",29,95,"Cost Accountant","Financial Services","Affluent Customer","Yes",1,"17393 Colorado Hill","4006","QLD","Australia",8
"Ethelred Sissel","M",49,83,"Programmer Analyst IV","Health","High Net Worth","No",18,"65 Rutledge Parkway","2539","NSW","Australia",8
"Dena Pabst","F",36,39,"Account Executive","Manufacturing","High Net Worth","Yes",17,"02023 Loeprich Drive","3037","VIC","Australia",7
"Wyndham Woolford","M",44,1,"Engineer IV","Manufacturing","Mass Customer","No",10,"9107 Pine View Plaza","3977","VIC","Australia",6
"Rochette Haddacks","F",27,44,"Tax Accountant","Retail","Affluent Customer","Yes",13,"822 Di Loreto Junction","3020","VIC","Australia",8
"Jamal Dudgeon","M",58,83,"Mechanical Systems Engineer","Financial Services","Mass Customer","No",7,"2712 Namekagon Crossing","3029","VIC","Australia",5
"Levin Coxen","M",68,13,"Accountant I","Property","Mass Customer","No",20,"32 Hazelcrest Court","2753","NSW","Australia",8
"Kyle Michie","F",65,6,"Nurse Practicioner","Financial Services","Mass Customer","Yes",10,"07226 Anzinger Avenue","3032","VIC","Australia",8
"Gilbert O'Fallone","M",29,29,"Assistant Media Planner","Entertainment","High Net Worth","No",1,"6 Havey Pass","2126","NSW","Australia",11
"Esther McOnie","F",84,59,"Legal Assistant","IT","Mass Customer","No",14,"844 Forster Place","2096","NSW","Australia",12
"Chaim Kingdon","M",27,63,"Compensation Analyst","Financial Services","Affluent Customer","Yes",15,"42590 Bellgrove Court","2097","NSW","Australia",9
"Anson Dearnaly","M",26,68,"Data Coordiator","Health","Affluent Customer","Yes",11,"6060 Veith Crossing","2103","NSW","Australia",11
"Caitrin Critten","F",50,45,"Director of Sales","Manufacturing","Mass Customer","Yes",10,"25 Lakeland Point","4113","QLD","Australia",7
"Garreth Minett","M",62,93,"Physical Therapy Assistant","Health","Affluent Customer","Yes",10,"21667 Randy Crossing","3163","VIC","Australia",7
"Rozamond Sommer","F",57,27,"Operator","IT","Affluent Customer","Yes",12,"608 Dapin Court","3129","VIC","Australia",10
"Annabell Downer","F",68,33,"Budget/Accounting Analyst II","Financial Services","Affluent Customer","No",20,"8738 Lukken Terrace","2763","NSW","Australia",9
"Maximilian Geffen","M",68,96,"Automation Specialist III","Manufacturing","Mass Customer","Yes",20,"8634 Wayridge Pass","2750","NSW","Australia",8
"Ajay Worham","F",44,80,"Computer Systems Analyst I","Manufacturing","Mass Customer","Yes",12,"5 Homewood Road","2800","NSW","Australia",6
"Jamison Cashin","M",53,70,"VP Product Management","Health","Mass Customer","Yes",5,"7 Dunning Avenue","2477","NSW","Australia",8
"Dorian Emery","F",25,94,"Professor","Manufacturing","Mass Customer","Yes",9,"67 Beilfuss Plaza","2168","NSW","Australia",8
"Agna Cowpe","F",54,88,"Senior Developer","Property","Mass Customer","Yes",7,"2 Main Lane","4114","QLD","Australia",3
"Nev Prosh","M",73,29,"Environmental Tech","Health","Affluent Customer","Yes",17,"6115 Forest Crossing","2148","NSW","Australia",8
"Lucius Hatchell","M",72,37,"Media Manager II","Retail","Mass Customer","Yes",14,"432 Ronald Regan Court","3782","VIC","Australia",8
"Francisca Pottage","F",66,63,"Software Engineer II","IT","Mass Customer","No",8,"8600 Forster Lane","2177","NSW","Australia",9
"Farlie Brookz","M",60,62,"Administrative Assistant I","Health","Mass Customer","Yes",6,"6692 Independence Way","2070","NSW","Australia",12
"Mariette","F",67,47,"Programmer II","Property","Affluent Customer","Yes",17,"770 Farmco Point","2049","NSW","Australia",11
"Nanni Girodias","F",64,61,"Nurse","Retail","High Net Worth","No",16,"74 Shopko Pass","2161","NSW","Australia",9
"Delcina Hursey","F",55,22,"Recruiting Manager","Financial Services","Mass Customer","Yes",7,"804 Washington Point","4132","QLD","Australia",4
"Lek Pimblett","M",68,88,"Product Engineer","Financial Services","Mass Customer","Yes",6,"97 Merrick Center","2460","NSW","Australia",2
"Kellyann Adshad","F",83,62,"Software Consultant","Health","Mass Customer","Yes",22,"29 Tennyson Alley","2161","NSW","Australia",9
"Ewell Paulusch","M",25,31,"Engineer I","Manufacturing","Mass Customer","Yes",8,"8194 Lien Street","4032","QLD","Australia",7
"Madison Lars","M",56,11,"Health Coach III","Health","Mass Customer","No",19,"9503 New Castle Street","4500","QLD","Australia",9
"Ardis Taree","F",63,97,"Chemical Engineer","Manufacturing","Affluent Customer","Yes",5,"0 Emmet Trail","4128","QLD","Australia",9
"Wheeler Godsil","M",30,51,"Geologist IV","Manufacturing","Affluent Customer","Yes",6,"7 Spaight Drive","2147","NSW","Australia",9
"Marissa O'Scandall","F",50,17,"Research Associate","IT","Affluent Customer","Yes",7,"45000 Randy Court","3199","VIC","Australia",7
"Terrel Keynd","M",62,30,"Junior Executive","Manufacturing","Mass Customer","No",9,"65 David Pass","4221","QLD","Australia",7
"Augie Swallwell","M",84,42,"Quality Control Specialist","Property","Affluent Customer","Yes",13,"7 Golden Leaf Avenue","2400","NSW","Australia",2
"Dillon Bannister","M",78,7,"Tax Accountant","Health","Mass Customer","No",11,"43 Dayton Drive","2062","NSW","Australia",9
"Osbourn Gherardini","M",36,43,"Software Engineer I","Financial Services","High Net Worth","Yes",16,"5 Dryden Road","2782","NSW","Australia",7
"Lissa Gawn","F",61,86,"Legal Assistant","Health","Mass Customer","Yes",17,"14183 Iowa Center","4503","QLD","Australia",5
"Leisha McConway","F",48,3,"Payment Adjustment Coordinator","Financial Services","Mass Customer","Yes",13,"95 Del Mar Court","3175","VIC","Australia",8
"Kearney Cuddehy","M",26,88,"Marketing Assistant","Retail","Mass Customer","No",12,"98 Shoshone Road","4207","QLD","Australia",6
"Shellysheldon Bichard","M",69,96,"Desktop Support Technician","Financial Services","Mass Customer","Yes",16,"7199 Springview Parkway","4503","QLD","Australia",5
"Reinhard Oscroft","M",73,23,"Pharmacist","Health","High Net Worth","No",18,"045 Magdeline Court","3690","VIC","Australia",1
"Menard Venmore","M",45,97,"Assistant Professor","Retail","High Net Worth","No",8,"5 Hoard Trail","2197","NSW","Australia",10
"Andree Breeds","F",69,31,"Senior Editor","Financial Services","Affluent Customer","Yes",11,"93 Scofield Pass","3152","VIC","Australia",6
"Kata Harrop","F",73,70,"Statistician II","Retail","Affluent Customer","Yes",13,"2 Ridgeway Avenue","2196","NSW","Australia",10
"Pierrette Gummie","F",57,18,"Statistician II","Retail","Affluent Customer","No",14,"29 Maple Trail","3143","VIC","Australia",8
"Nady Withinshaw","F",55,96,"Database Administrator III","Financial Services","High Net Worth","No",8,"7 Brentwood Circle","4000","QLD","Australia",7
"Demott Mullaly","M",41,42,"Help Desk Operator","Property","Mass Customer","No",13,"28 Hazelcrest Drive","2525","NSW","Australia",8
"Wendye Kleinplatz","F",27,48,"Executive Secretary","Manufacturing","Affluent Customer","No",14,"01 Reindahl Circle","4132","QLD","Australia",3
"Irvin Bevans","M",61,82,"Payment Adjustment Coordinator","Manufacturing","Mass Customer","No",12,"5880 Hauk Street","2046","NSW","Australia",11
"Austine Speedy","F",83,38,"Software Engineer II","Argiculture","High Net Worth","Yes",14,"69 Sunfield Terrace","2558","NSW","Australia",8
"Wolf Craft","M",28,93,"Database Administrator III","Retail","Affluent Customer","Yes",5,"7513 Swallow Drive","2148","NSW","Australia",9
"Aldin Newsome","M",42,24,"Financial Analyst","Financial Services","Mass Customer","No",17,"058 Morningstar Center","2127","NSW","Australia",9
"Sindee Jasik","F",81,18,"Social Worker","Health","Mass Customer","Yes",15,"0689 Melby Park","4030","QLD","Australia",9
"Truman Arlett","M",65,58,"Technical Writer","Manufacturing","High Net Worth","Yes",16,"3 Spohn Circle","2477","NSW","Australia",5
"Gordon Rewan","M",35,42,"Chief Design Engineer","Property","Mass Customer","No",5,"91 Calypso Trail","2750","NSW","Australia",8
"Israel Brough","M",47,29,"Computer Systems Analyst IV","Health","Mass Customer","Yes",8,"43863 Victoria Lane","2281","NSW","Australia",7
"Leticia Hovenden","F",26,98,"Mechanical Systems Engineer","Retail","Mass Customer","Yes",1,"54782 Lake View Parkway","3178","VIC","Australia",9
"Caritta Compston","F",65,86,"Geological Engineer","Manufacturing","Mass Customer","Yes",17,"48971 Marquette Point","3976","VIC","Australia",5
"Annabelle Hanwell","F",72,11,"Professor","Manufacturing","High Net Worth","Yes",15,"99 Sherman Parkway","3083","VIC","Australia",12
"Darryl Hovee","F",79,2,"Professor","Financial Services","Mass Customer","Yes",19,"381 Emmet Terrace","2047","NSW","Australia",12
"Orly Nesbitt","F",38,6,"Analyst Programmer","Manufacturing","High Net Worth","Yes",14,"7 Beilfuss Road","3163","VIC","Australia",6
"Margette Gibard","F",81,34,"Human Resources Manager","Manufacturing","Affluent Customer","Yes",9,"37068 Montana Street","2011","NSW","Australia",7
"Nobe Trowsdale","M",55,12,"Community Outreach Specialist","Financial Services","Mass Customer","No",16,"36506 Bartillon Point","3816","VIC","Australia",3
"Stephen Tittershill","M",32,73,"Nurse Practicioner","Financial Services","High Net Worth","No",6,"8 Scott Drive","3150","VIC","Australia",11
"Giselbert Pickring","M",64,94,"Tax Accountant","Manufacturing","Affluent Customer","Yes",20,"653 2nd Park","2766","NSW","Australia",8
"Shane Diss","F",43,50,"Director of Sales","Financial Services","High Net Worth","Yes",16,"22 Shelley Plaza","3198","VIC","Australia",8
"Lisette Davers","F",83,59,"Developer III","Health","High Net Worth","No",17,"504 Stuart Pass","2130","NSW","Australia",11
"Kippar Whyatt","M",63,13,"Analog Circuit Design manager","Property","Mass Customer","No",10,"264 Valley Edge Pass","2259","NSW","Australia",7
"Xenia Maleck","F",63,41,"VP Product Management","Telecommunications","Mass Customer","No",12,"5 Southridge Hill","3029","VIC","Australia",7
"Essie Withur","F",82,42,"Director of Sales","Financial Services","High Net Worth","No",19,"539 Graceland Pass","3444","VIC","Australia",7
"Cecil Gant","M",47,52,"Chemical Engineer","Manufacturing","High Net Worth","Yes",9,"22435 Barnett Court","2145","NSW","Australia",8
