"customer_name","gender","age","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure","address","postcode","state","country","property_valuation"
"Kippar Brimilcome","M",85,21,1938-11-29,"Graphic Designer","Health","Mass Customer","No",19,"082 Welch Lane","2089","NSW","Australia",11
"Corinna Beretta","F",27,24,1996-02-29,"Programmer III","Health","High Net Worth","No",12,"72 Mccormick Circle","3023","VIC","Australia",7
"Laurie Odlin","F",40,75,1983-03-08,"Social Worker","Health","High Net Worth","No",10,"15669 Arizona Trail","3194","VIC","Australia",10
"Mair Erett","F",66,15,1957-12-05,"Speech Pathologist",NA,"Affluent Customer","No",18,"79 Armistice Parkway","2117","NSW","Australia",7
"Marcelia Copins","F",77,81,1946-03-15,NA,NA,"Mass Customer","Yes",21,"330 Melby Terrace","2259","NSW","Australia",8
"Tanner Terlinden","M",28,84,1995-12-09,"Nuclear Power Engineer","Manufacturing","Mass Customer","No",14,"2637 Monument Trail","3106","VIC","Australia",11
"Hilliard Dullard","M",69,65,1954-07-18,"Civil Engineer","Manufacturing","Mass Customer","No",17,"37919 Old Gate Park","2163","NSW","Australia",8
"Justinn Haruard","F",65,48,1958-08-28,"Health Coach IV","Health","High Net Worth","No",11,"00 Judy Terrace","2035","NSW","Australia",12
"Wyn Meach","M",85,37,1938-09-10,NA,"Manufacturing","Mass Customer","No",9,"79 Armistice Junction","2765","NSW","Australia",9
"Art Shardlow","M",60,57,1963-10-15,"Data Coordiator","Argiculture","Mass Customer","Yes",15,"7 Clemons Circle","4350","QLD","Australia",2
"Dennis Varnham","M",70,57,1953-05-17,"Assistant Media Planner","Entertainment","Affluent Customer","No",17,"6455 Mayfield Street","3350","VIC","Australia",3
"Freddi Litherborough","F",34,46,1989-01-14,"Product Engineer","Financial Services","Mass Customer","No",7,"7873 Meadow Vale Plaza","2460","NSW","Australia",3
"Salomon Perkins","M",25,76,1998-01-12,"Engineer IV","Financial Services","Affluent Customer","Yes",1,"45 Banding Hill","2009","NSW","Australia",10
"Sherill","F",32,33,1991-12-18,"Information Systems Manager","Financial Services","Mass Customer","No",3,"53 Moulton Avenue","2880","NSW","Australia",1
"Queenie Learie","F",75,90,1948-01-24,NA,"Property","Mass Customer","No",12,"7 Sauthoff Park","2073","NSW","Australia",11
"Etan Prinett","M",53,97,1970-01-21,"Operator","Argiculture","Mass Customer","Yes",10,"9082 Waywood Avenue","2250","NSW","Australia",8
"Donaugh Benedict","M",32,3,1991-12-01,"Systems Administrator III","Property","Mass Customer","No",12,"30049 Brown Road","2233","NSW","Australia",9
"Harwell Kleinstein","M",30,87,1993-10-18,"Sales Representative","Retail","Affluent Customer","No",15,"7 Huxley Trail","3818","VIC","Australia",5
"Cheston Hritzko","M",78,70,1945-11-08,"Software Engineer III","Manufacturing","Mass Customer","Yes",19,"3 Service Center","2127","NSW","Australia",9
"Suzy Trounson","F",76,13,1947-07-19,"Senior Financial Analyst","Financial Services","Mass Customer","Yes",20,"0627 Golf Center","4152","QLD","Australia",9
"Jobie Runacres","F",48,96,1975-01-08,"Developer IV",NA,"Mass Customer","Yes",18,"24960 Shopko Crossing","2528","NSW","Australia",7
"Guenna Filisov","F",54,52,1969-02-09,"Chemical Engineer","Manufacturing","High Net Worth","No",13,"43 Stoughton Drive","2154","NSW","Australia",9
"Ottilie Wanless","F",83,51,1940-11-10,"Environmental Specialist",NA,"Affluent Customer","No",8,"2 David Pass","2720","NSW","Australia",4
"Kipper Circuit","M",49,23,1974-12-12,"Research Assistant IV","Argiculture","Mass Customer","Yes",4,"3867 Barby Hill","2140","NSW","Australia",8
"Marilin Frome","F",48,58,1975-12-22,"Account Executive","IT","Mass Customer","Yes",17,"52 Bobwhite Court","2219","NSW","Australia",9
"Arel Abramovitz","M",66,72,1957-11-12,"Nurse Practicioner","Health","Mass Customer","No",16,"32249 Sycamore Way","4650","QLD","Australia",4
"Kit Easdon","M",45,61,1978-10-26,"Director of Sales","Property","Affluent Customer","No",12,"3 Roth Junction","3156","VIC","Australia",8
"Frederich Glantz","M",26,37,1997-08-27,"Nuclear Power Engineer","Manufacturing","High Net Worth","Yes",10,"9 Glacier Hill Circle","2762","NSW","Australia",8
"Rodolph Denniss","M",49,28,1974-08-07,"Geologist III","Property","Affluent Customer","Yes",7,"91281 Transport Center","3356","VIC","Australia",2
"Craggie Dering","M",71,47,1952-10-05,"Actuary","Financial Services","Mass Customer","No",7,"11 Paget Road","2125","NSW","Australia",10
"Giralda MacPeake","F",82,59,1941-04-04,"Librarian","Entertainment","High Net Worth","Yes",14,"6 Killdeer Way","2705","NSW","Australia",1
"Rodney Trethewey","M",26,16,1997-03-17,"Software Consultant","Financial Services","Affluent Customer","No",15,"737 Service Lane","3030","VIC","Australia",8
"Theresina","F",36,30,1987-03-01,"General Manager","Argiculture","Mass Customer","Yes",14,"253 Katie Junction","2650","NSW","Australia",2
"Gleda Howerd","F",59,59,1964-01-22,"Senior Developer","IT","Mass Customer","No",6,"481 Moulton Place","2440","NSW","Australia",2
"Melany Ladewig","F",51,76,1972-05-17,"Research Associate","Financial Services","Mass Customer","Yes",10,"3864 Sheridan Alley","4130","QLD","Australia",7
"Claudell Rounsefell","M",30,67,1993-11-27,"VP Sales","Financial Services","Affluent Customer","No",8,"61416 Karstens Place","4217","QLD","Australia",5
"Garwin Nurden","M",65,54,1958-04-19,"Programmer I","Property","High Net Worth","Yes",5,"0 Union Parkway","3142","VIC","Australia",11
"Bunny Leebetter","F",57,83,1966-04-30,"Quality Engineer","Manufacturing","High Net Worth","Yes",8,"4 Lukken Lane","4301","QLD","Australia",4
"Matias Melloi","M",46,61,1977-02-03,"Legal Assistant","Retail","Affluent Customer","No",11,"1507 Schlimgen Trail","2155","NSW","Australia",10
"Sada Dowyer","F",25,47,1998-11-22,"Human Resources Manager",NA,"High Net Worth","Yes",3,"4 Meadow Ridge Place","2090","NSW","Australia",10
"Anet Roseman","F",27,84,1996-11-24,"Programmer Analyst III","Financial Services","Mass Customer","No",9,"31 Melody Circle","3814","VIC","Australia",4
"Katie Warhurst","F",32,0,1991-12-02,"Help Desk Operator","Retail","High Net Worth","Yes",14,"96 Rutledge Drive","3064","VIC","Australia",5
"Celia Bryden","F",80,12,1943-04-06,"Chemical Engineer","Manufacturing","High Net Worth","No",21,"2905 Towne Place","2114","NSW","Australia",9
"Stearne Trolley","M",41,42,1982-02-01,"Automation Specialist IV","Financial Services","High Net Worth","No",14,"638 Caliangt Avenue","2137","NSW","Australia",11
"Tristam Larose","M",38,70,1985-01-29,"VP Accounting","Financial Services","Mass Customer","No",17,"9645 Moose Terrace","2137","NSW","Australia",11
"Laurena","F",62,21,1961-07-31,"VP Sales",NA,"High Net Worth","No",10,"7 Messerschmidt Crossing","3810","VIC","Australia",6
"Heloise Fairpool","F",47,17,1976-09-07,"Information Systems Manager","Manufacturing","High Net Worth","No",17,"005 Loeprich Way","4680","QLD","Australia",3
"Dory Malpass","F",51,19,1972-08-27,NA,NA,"Affluent Customer","Yes",13,"3653 Steensland Road","4103","QLD","Australia",8
"Marcellina Baynton","F",76,60,1947-03-11,"Software Engineer III","Financial Services","Mass Customer","No",16,"56 Comanche Terrace","3141","VIC","Australia",10
"Gregorius Leal","M",72,7,1951-04-29,NA,"Retail","Affluent Customer","Yes",21,"66 Merry Court","2033","NSW","Australia",12
"Deana Canton","F",49,67,1974-11-25,NA,"Property","Mass Customer","Yes",14,"92 Ludington Street","4301","QLD","Australia",3
"Kori Sparsholt","F",83,59,1940-05-19,"Office Assistant II",NA,"Mass Customer","Yes",19,"37 Rigney Park","2171","NSW","Australia",9
"Lucky Klainman","F",76,24,1947-11-26,"Chief Design Engineer","Retail","Mass Customer","No",8,"0796 Barnett Plaza","3758","VIC","Australia",4
"Erasmus Olenchenko","M",58,56,1965-02-03,"Software Test Engineer IV","Property","Mass Customer","Yes",5,"415 Rockefeller Trail","2484","NSW","Australia",7
"Carita Sand","F",46,25,1977-03-20,"Quality Engineer","Retail","Mass Customer","No",16,"846 Loftsgordon Crossing","2154","NSW","Australia",11
"Lynnett Tipper","F",30,22,1993-08-03,"Social Worker","Health","High Net Worth","Yes",2,"9 Ridgeview Avenue","3109","VIC","Australia",10
"Thorn Stigers","M",51,42,1972-05-19,"Business Systems Development Analyst","Financial Services","Mass Customer","No",19,"6218 Delladonna Parkway","4115","QLD","Australia",8
"Lela Billing","F",53,38,1970-12-17,"Programmer Analyst III",NA,"Mass Customer","Yes",18,"095 Glacier Hill Circle","2571","NSW","Australia",7
"Norah Mapis","F",23,75,2000-12-09,"Assistant Manager","Argiculture","Mass Customer","No",10,"057 Victoria Crossing","2263","NSW","Australia",9
"Moina Rosenbaum","F",22,50,2001-08-04,"Graphic Designer","IT","Mass Customer","No",14,"0 Memorial Road","3109","VIC","Australia",10
"Ceciley Harg","F",33,50,1990-10-19,"Nurse Practicioner","Retail","Mass Customer","Yes",4,"409 Starling Lane","4172","QLD","Australia",7
"Torry de la Valette Parisot","M",56,95,1967-03-14,"VP Marketing","Telecommunications","Mass Customer","Yes",18,"36963 Pierstorff Terrace","3168","VIC","Australia",9
"Sigismund Sedger","M",24,9,1999-11-29,"Accountant II","Manufacturing","Affluent Customer","No",7,"8069 Sunbrook Way","2155","NSW","Australia",10
"Irvine Headon","M",67,99,1956-04-21,"Geologist III","IT","Affluent Customer","Yes",20,"9 Hovde Way","2322","NSW","Australia",5
"Laurie","M",44,31,1979-07-28,"Assistant Media Planner","Entertainment","Mass Customer","Yes",15,"94 Barby Lane","2210","NSW","Australia",10
"Tomkin Bernlin","M",22,7,2001-12-29,"Food Chemist","Health","Affluent Customer","Yes",9,"0492 Kings Street","2480","NSW","Australia",3
"Genni Fanstone","F",51,25,1972-07-29,"Administrative Assistant II","Entertainment","Mass Customer","No",16,"1 Fair Oaks Alley","3149","VIC","Australia",10
"Blondie","F",28,43,1995-10-03,"Actuary","Financial Services","High Net Worth","No",11,"780 Norway Maple Hill","2565","NSW","Australia",8
"Aloysius Killingsworth","M",66,89,1957-02-14,"VP Quality Control",NA,"Mass Customer","No",12,"625 Mandrake Junction","2145","NSW","Australia",9
"Carola Philler","F",72,73,1951-04-30,"Dental Hygienist","Health","High Net Worth","No",15,"1037 Roth Park","2145","NSW","Australia",7
"Fitzgerald Hellikes","M",44,25,1979-07-28,"Media Manager IV","Health","Mass Customer","Yes",10,"315 Center Park","3040","VIC","Australia",7
"Ingmar Okenden","M",64,97,1959-03-01,"Compensation Analyst","Financial Services","Mass Customer","Yes",8,"1 Graceland Plaza","3216","VIC","Australia",2
"Tina Dunstan","F",84,13,1939-03-06,"Account Representative IV","Retail","Affluent Customer","No",13,"98555 Victoria Hill","2171","NSW","Australia",7
"Huberto Mollatt","M",62,82,1961-08-27,"Programmer IV",NA,"Mass Customer","Yes",14,"31121 Pierstorff Center","2770","NSW","Australia",7
"Georgi","M",53,29,1970-01-14,"Assistant Manager","Manufacturing","High Net Worth","No",11,"59 Garrison Terrace","3215","VIC","Australia",4
"Adolpho Bellerby","M",79,46,1944-10-25,"VP Sales","Financial Services","High Net Worth","Yes",13,"2763 Buhler Circle","4305","QLD","Australia",4
"Kelsey Hatt","F",57,69,1966-06-27,"Senior Sales Associate","Financial Services","High Net Worth","No",8,"309 Maple Wood Pass","3930","VIC","Australia",6
"Lucien","M",57,83,1966-09-14,NA,"Financial Services","High Net Worth","Yes",19,"777 Fairfield Court","4305","QLD","Australia",3
"Ariel McCloid","M",29,4,1994-03-13,"Human Resources Manager",NA,"High Net Worth","Yes",6,"99 Quincy Parkway","3630","VIC","Australia",1
"Bevvy Openshaw","F",48,68,1975-06-15,"Staff Scientist",NA,"Affluent Customer","Yes",10,"902 Westend Lane","2318","NSW","Australia",3
"Alexina Mabley","F",48,72,1975-10-12,"Web Designer IV","Manufacturing","Mass Customer","Yes",10,"9 Rieder Junction","2573","NSW","Australia",9
"Dawn Pyffe","F",58,56,1965-05-28,"Media Manager III","Retail","Mass Customer","No",11,"734 Veith Way","3155","VIC","Australia",8
"Claudette Renackowna","F",27,55,1996-02-11,"Administrative Officer","Manufacturing","Mass Customer","No",2,"0800 Dahle Alley","2148","NSW","Australia",8
"Elianora Poolton","F",79,15,1944-06-14,"Programmer II",NA,"Mass Customer","Yes",21,"5 Macpherson Drive","3134","VIC","Australia",9
"Park","M",46,39,1977-11-08,"Nurse Practicioner","IT","Affluent Customer","No",14,"07 Boyd Drive","4350","QLD","Australia",7
"Anthony Lindstrom","M",26,86,1997-11-01,"Geologist IV","Financial Services","Affluent Customer","Yes",10,"427 Oak Avenue","2205","NSW","Australia",10
"Liane Poizer","F",71,59,1952-05-05,"Analyst Programmer","Property","High Net Worth","No",13,"390 Express Plaza","2076","NSW","Australia",11
"Romonda Hallt","F",63,69,1960-05-09,"Operator",NA,"Affluent Customer","No",15,"703 Ludington Plaza","2480","NSW","Australia",4
"Sula Thomann","F",34,56,1989-03-17,"Assistant Manager",NA,"Mass Customer","No",6,"7 Dayton Circle","2160","NSW","Australia",9
"Renell Earley","F",69,5,1954-10-21,"Compensation Analyst","Financial Services","Mass Customer","Yes",11,"79 Manufacturers Plaza","4171","QLD","Australia",5
"Cliff Philipsson","M",56,82,1967-02-02,"Structural Analysis Engineer","Argiculture","Mass Customer","No",16,"600 Artisan Drive","3149","VIC","Australia",10
"Clevey Aisthorpe","M",47,27,1976-09-20,"Software Consultant",NA,"Mass Customer","Yes",8,"0 Veith Way","2009","NSW","Australia",9
"George Jose","M",63,68,1960-12-19,"Payment Adjustment Coordinator","Retail","High Net Worth","Yes",20,"535 Corben Point","4680","QLD","Australia",4
"Milty Brauninger","M",78,13,1945-07-10,"Payment Adjustment Coordinator",NA,"High Net Worth","No",11,"54 6th Trail","2640","NSW","Australia",7
"Killian Nettles","M",43,44,1980-09-01,"Marketing Assistant",NA,"Affluent Customer","No",4,"16 Pepper Wood Junction","3803","VIC","Australia",7
"Gaultiero Fibbens","M",43,41,1980-03-14,"Help Desk Technician",NA,"Affluent Customer","No",9,"938 Bartillon Hill","2035","NSW","Australia",11
"Inglebert Aspinal","M",50,4,1973-10-13,"Financial Analyst","Financial Services","Mass Customer","No",11,"612 Annamark Center","2176","NSW","Australia",8
"Jammal Devenny","M",24,57,1999-05-14,"Marketing Manager","Retail","High Net Worth","No",12,"18 Sage Plaza","3152","VIC","Australia",9
"Jodi Lermit","F",69,94,1954-01-30,NA,"Health","Mass Customer","Yes",10,"05 Corry Center","4021","QLD","Australia",2
"Emelia Ackwood","F",35,72,1988-09-30,"Senior Cost Accountant","Financial Services","Mass Customer","Yes",10,"1 South Street","4183","QLD","Australia",9
"Andee Huke","F",52,91,1971-06-28,NA,"Manufacturing","Mass Customer","No",9,"4810 Kim Park","3858","VIC","Australia",2
"Isa Fominov","M",22,75,2001-06-21,"Physical Therapy Assistant",NA,"Mass Customer","Yes",5,"80388 Ryan Place","2010","NSW","Australia",9
"Zabrina Margram","F",59,87,1964-05-15,NA,"Manufacturing","High Net Worth","Yes",11,"1092 Kinsman Parkway","4053","QLD","Australia",8
"Maddalena Angood","F",24,79,1999-07-28,NA,"Manufacturing","Affluent Customer","No",12,"1 Bluejay Court","2320","NSW","Australia",4
"Sofie Worsfold","F",69,87,1954-10-06,"Environmental Tech","Retail","Mass Customer","Yes",9,"7 Maple Wood Plaza","4125","QLD","Australia",6
"Elmira Vasilyev","F",72,33,1951-10-14,"Senior Quality Engineer","Manufacturing","High Net Worth","No",12,"12 Eastlawn Terrace","2007","NSW","Australia",9
"Free Rowland","M",67,42,1956-05-17,NA,NA,"Mass Customer","Yes",12,"24929 Spaight Junction","3796","VIC","Australia",8
"Worthington Cohane","M",32,60,1991-01-23,"Chief Design Engineer","Entertainment","High Net Worth","No",2,"846 Daystar Lane","2000","NSW","Australia",12
"Bailey Bereford","M",73,44,1950-09-30,"Senior Sales Associate","Argiculture","Affluent Customer","Yes",11,"36 Golf Course Circle","2444","NSW","Australia",6
"Perry Whitehurst","M",43,79,1980-05-29,"Structural Engineer","Manufacturing","High Net Worth","Yes",8,"0 Nelson Crossing","3155","VIC","Australia",7
"Antony Tuma","M",69,11,1954-03-10,"Environmental Tech","Telecommunications","High Net Worth","Yes",13,"93264 Almo Plaza","3078","VIC","Australia",10
"Corene Hallgate","F",59,26,1964-11-06,NA,"Financial Services","Mass Customer","Yes",14,"2109 Shoshone Court","3103","VIC","Australia",12
"Nico Chadwick","M",70,97,1953-05-24,"Research Assistant IV","Financial Services","Affluent Customer","No",13,"355 Roxbury Lane","3190","VIC","Australia",8
"Joline Skipperbottom","F",51,59,1972-06-27,"Desktop Support Technician",NA,"High Net Worth","No",9,"2 Warrior Crossing","2161","NSW","Australia",9
"Dallas Lavalde","F",25,18,1998-12-19,"Product Engineer",NA,"Mass Customer","No",12,"16898 Donald Plaza","2323","NSW","Australia",4
"Amabel","F",42,71,1981-09-14,"Chief Design Engineer","Financial Services","Mass Customer","Yes",9,"3128 Mallory Pass","2144","NSW","Australia",6
"Hilario McCulloch","M",37,61,1986-01-10,"Physical Therapy Assistant","Retail","Mass Customer","No",8,"799 Luster Road","3051","VIC","Australia",8
"Jim Haddrell","M",68,55,1955-04-08,"Associate Professor","Financial Services","Mass Customer","No",9,"53 Dryden Trail","2358","NSW","Australia",3
"Jacobo Mucklow","M",71,62,1952-12-04,"Computer Systems Analyst I","Financial Services","High Net Worth","Yes",22,"5512 Ronald Regan Hill","3122","VIC","Australia",8
"Gretel Paschke","F",67,10,1956-05-29,"Editor","Financial Services","Mass Customer","Yes",17,"72 Melrose Street","4074","QLD","Australia",7
"Dwain Hatch","M",29,62,1994-11-16,"Marketing Assistant","Health","Affluent Customer","No",15,"5 Hovde Lane","3028","VIC","Australia",8
"Lucretia D'Agostini","F",45,41,1978-12-14,"Database Administrator III","Manufacturing","High Net Worth","No",15,"4 Gale Center","3185","VIC","Australia",7
"Claude Bowstead","F",26,37,1997-11-29,"Accounting Assistant III","Manufacturing","Mass Customer","No",7,"5263 Stone Corner Crossing","2217","NSW","Australia",12
"Donn MacGregor","M",58,80,1965-04-22,"Civil Engineer","Manufacturing","High Net Worth","No",5,"0439 Mandrake Park","2046","NSW","Australia",10
"Laurel Devennie","F",47,78,1976-09-25,"VP Product Management","Manufacturing","Affluent Customer","No",13,"069 Hoard Pass","4352","QLD","Australia",5
"Angie Tansley","M",73,68,1950-11-30,"VP Sales","Manufacturing","Mass Customer","No",8,"8 Cardinal Junction","2444","NSW","Australia",7
"Terrence Dalligan","M",25,60,1998-02-19,"Chemical Engineer","Manufacturing","High Net Worth","Yes",2,"240 Main Hill","3200","VIC","Australia",6
"Katy Crooke","F",46,0,1977-06-30,"Food Chemist","Health","Mass Customer","No",13,"67081 Burrows Center","2111","NSW","Australia",12
"Sammy Borsi","F",51,99,1972-04-27,"Accountant III","Financial Services","Mass Customer","No",5,"0 Kipling Way","2289","NSW","Australia",7
"Morganica Ainsbury","F",50,37,1973-01-06,"Senior Editor","Entertainment","High Net Worth","Yes",9,"1 Raven Way","2151","NSW","Australia",10
"Nils Champion","M",39,69,1984-07-06,"Programmer III","Retail","Affluent Customer","No",13,"261 Holy Cross Park","2750","NSW","Australia",9
"Beverlee Querree","F",32,42,1991-04-21,"Marketing Manager","Financial Services","High Net Worth","Yes",12,"891 Ohio Terrace","2075","NSW","Australia",12
"Reiko Degenhardt","F",47,83,1976-01-16,"Financial Analyst","Financial Services","High Net Worth","Yes",5,"50897 Northfield Road","4280","QLD","Australia",6
"Cord Dunsmore","M",24,12,1999-04-21,"Internal Auditor","Manufacturing","Mass Customer","Yes",13,"596 Boyd Park","4301","QLD","Australia",3
"Gabey Kennicott","F",65,55,1958-05-14,"Developer I","Financial Services","Affluent Customer","No",17,"8 Fordem Place","2322","NSW","Australia",6
"Jacqui Devey","F",28,79,1995-10-01,"Analyst Programmer","Financial Services","High Net Worth","Yes",13,"656 Kennedy Crossing","2261","NSW","Australia",8
"Byrom Ramas","M",30,23,1993-11-02,"Help Desk Technician","Manufacturing","High Net Worth","No",12,"2 Jackson Place","2528","NSW","Australia",7
"Worthington Ahmed","M",51,79,1972-03-24,"Senior Cost Accountant","Financial Services","High Net Worth","No",13,"39408 Manufacturers Road","3335","VIC","Australia",3
"Chico Dye","M",29,46,1994-02-04,"Speech Pathologist","Manufacturing","High Net Worth","No",13,"168 Schlimgen Center","2526","NSW","Australia",9
"Davidde Cockroft","M",76,70,1947-04-21,"Geological Engineer","Manufacturing","High Net Worth","No",8,"8 Kim Avenue","2158","NSW","Australia",12
"Charlie Dmych","M",73,60,1950-03-31,"Account Coordinator","Manufacturing","High Net Worth","No",13,"920 Cambridge Way","2263","NSW","Australia",6
"Donn Chaney","M",72,15,1951-01-29,"Research Assistant II",NA,"Mass Customer","No",13,"4 Schlimgen Trail","4701","QLD","Australia",3
"Kamila Parsonage","F",69,80,1954-03-08,NA,"Property","Mass Customer","No",5,"31 Mccormick Court","4131","QLD","Australia",8
"Barth Sapshed","M",29,4,1994-06-16,"Executive Secretary","Financial Services","Mass Customer","Yes",13,"65 Milwaukee Lane","4520","QLD","Australia",10
"Padriac Collacombe","M",56,67,1967-04-07,"Software Consultant","Health","Affluent Customer","No",13,"76 Mendota Park","2090","NSW","Australia",10
"Olive Mozzi","F",68,87,1955-07-06,"Account Representative IV","Retail","Affluent Customer","Yes",20,"26667 Rigney Place","2567","NSW","Australia",9
"Benedict Rosas","M",68,73,1955-11-25,"Actuary","Financial Services","High Net Worth","Yes",15,"898 Muir Court","2142","NSW","Australia",6
"Virginia De Antoni","F",59,17,1964-03-14,"Executive Secretary","Telecommunications","High Net Worth","Yes",12,"88093 Pierstorff Plaza","2030","NSW","Australia",10
"Nicolas O'Donnell","M",37,40,1986-09-25,"Internal Auditor",NA,"Mass Customer","Yes",14,"3319 Anthes Crossing","3177","VIC","Australia",7
"Oswald MacCarlich","M",32,81,1991-11-24,"Assistant Media Planner","Entertainment","Mass Customer","No",14,"16 Mosinee Place","4717","QLD","Australia",1
"Ailyn Howgate","F",22,66,2001-09-27,"Electrical Engineer","Manufacturing","Mass Customer","Yes",2,"197 Northport Plaza","4213","QLD","Australia",7
"Karol Salthouse","F",55,53,1968-07-29,"Research Assistant III","Financial Services","Mass Customer","Yes",18,"10236 Mifflin Avenue","2570","NSW","Australia",8
"Esdras Birchett","M",73,81,1950-12-09,"Assistant Media Planner","Entertainment","Mass Customer","Yes",21,"5287 Clarendon Plaza","2258","NSW","Australia",9
"Wilfrid Gertray","M",81,1,1942-08-23,"Accounting Assistant I","Financial Services","Mass Customer","No",16,"38407 Sutteridge Circle","2766","NSW","Australia",8
"Charmain Styles","F",58,49,1965-02-25,"Programmer Analyst I","Property","High Net Worth","Yes",18,"423 Holy Cross Lane","3029","VIC","Australia",7
"Kirsteni Gritskov","F",25,66,1998-05-12,NA,NA,"Mass Customer","No",4,"743 Stuart Terrace","2560","NSW","Australia",7
"Bobby Summersby","M",80,90,1943-10-27,"Sales Associate","Financial Services","Affluent Customer","No",7,"1478 Oak Valley Park","3350","VIC","Australia",2
"Shepherd Dutchburn","M",47,33,1976-08-12,"Senior Sales Associate","Financial Services","High Net Worth","Yes",9,"8970 Anhalt Junction","2160","NSW","Australia",9
"Berenice Kaesmakers","F",29,64,1994-10-15,"Sales Representative","Retail","Mass Customer","No",11,"563 Waywood Park","2145","NSW","Australia",9
"Jesse Crosio","M",29,75,1994-04-15,"Data Coordiator",NA,"Mass Customer","Yes",13,"9313 Mayer Street","3133","VIC","Australia",8
"Cordi Thornton","F",50,47,1973-01-04,"Structural Engineer","Telecommunications","Mass Customer","No",11,"2978 Mccormick Center","2028","NSW","Australia",10
"Debbie Tillman","F",33,3,1990-07-06,"Account Coordinator","Manufacturing","High Net Worth","Yes",13,"527 Jay Trail","4551","QLD","Australia",8
"Judie Pirkis","F",28,2,1995-07-18,"Recruiter",NA,"Affluent Customer","Yes",4,"6 Loftsgordon Pass","2111","NSW","Australia",11
"Flin Yoskowitz","M",28,9,1995-12-17,"Registered Nurse","Health","Mass Customer","Yes",11,"9940 Manley Drive","2574","NSW","Australia",7
"Noel Sturch","F",72,26,1951-10-28,"Environmental Specialist","Health","Mass Customer","No",10,"0736 West Crossing","3585","VIC","Australia",1
"Letizia Poore","F",85,27,1938-08-30,"Web Developer II","Manufacturing","Affluent Customer","No",15,"95796 Mcbride Drive","3677","VIC","Australia",3
"Raynard","M",27,32,1996-04-13,"Statistician III","Health","Affluent Customer","No",14,"20187 Loomis Court","4132","QLD","Australia",6
"Kiley Grunder","M",29,95,1994-04-17,"Cost Accountant","Financial Services","Affluent Customer","Yes",1,"17393 Colorado Hill","4006","QLD","Australia",8
"Ethelred Sissel","M",49,83,1974-12-25,"Programmer Analyst IV","Health","High Net Worth","No",18,"65 Rutledge Parkway","2539","NSW","Australia",8
"Dena Pabst","F",36,39,1987-04-20,"Account Executive","Manufacturing","High Net Worth","Yes",17,"02023 Loeprich Drive","3037","VIC","Australia",7
"Wyndham Woolford","M",44,1,1979-10-22,"Engineer IV","Manufacturing","Mass Customer","No",10,"9107 Pine View Plaza","3977","VIC","Australia",6
"Rochette Haddacks","F",27,44,1996-05-10,"Tax Accountant","Retail","Affluent Customer","Yes",13,"822 Di Loreto Junction","3020","VIC","Australia",8
"Jamal Dudgeon","M",58,83,1965-02-09,"Mechanical Systems Engineer","Financial Services","Mass Customer","No",7,"2712 Namekagon Crossing","3029","VIC","Australia",5
"Levin Coxen","M",68,13,1955-10-22,"Accountant I","Property","Mass Customer","No",20,"32 Hazelcrest Court","2753","NSW","Australia",8
"Kyle Michie","F",65,6,1958-07-19,"Nurse Practicioner",NA,"Mass Customer","Yes",10,"07226 Anzinger Avenue","3032","VIC","Australia",8
"Gilbert O'Fallone","M",29,29,1994-11-07,"Assistant Media Planner","Entertainment","High Net Worth","No",1,"6 Havey Pass","2126","NSW","Australia",11
"Esther McOnie","F",84,59,1939-05-26,"Legal Assistant",NA,"Mass Customer","No",14,"844 Forster Place","2096","NSW","Australia",12
"Chaim Kingdon","M",27,63,1996-01-21,"Compensation Analyst","Financial Services","Affluent Customer","Yes",15,"42590 Bellgrove Court","2097","NSW","Australia",9
"Anson Dearnaly","M",26,68,1997-06-29,"Data Coordiator","Health","Affluent Customer","Yes",11,"6060 Veith Crossing","2103","NSW","Australia",11
"Caitrin Critten","F",50,45,1973-01-29,"Director of Sales","Manufacturing","Mass Customer","Yes",10,"25 Lakeland Point","4113","QLD","Australia",7
"Garreth Minett","M",62,93,1961-05-23,"Physical Therapy Assistant",NA,"Affluent Customer","Yes",10,"21667 Randy Crossing","3163","VIC","Australia",7
"Rozamond Sommer","F",57,27,1966-09-19,"Operator","IT","Affluent Customer","Yes",12,"608 Dapin Court","3129","VIC","Australia",10
"Annabell Downer","F",68,33,1955-11-25,"Budget/Accounting Analyst II",NA,"Affluent Customer","No",20,"8738 Lukken Terrace","2763","NSW","Australia",9
"Maximilian Geffen","M",68,96,1955-07-13,"Automation Specialist III","Manufacturing","Mass Customer","Yes",20,"8634 Wayridge Pass","2750","NSW","Australia",8
"Ajay Worham","F",44,80,1979-09-30,"Computer Systems Analyst I","Manufacturing","Mass Customer","Yes",12,"5 Homewood Road","2800","NSW","Australia",6
"Jamison Cashin","M",53,70,1970-05-19,"VP Product Management","Health","Mass Customer","Yes",5,"7 Dunning Avenue","2477","NSW","Australia",8
"Dorian Emery","F",25,94,1998-08-24,"Professor","Manufacturing","Mass Customer","Yes",9,"67 Beilfuss Plaza","2168","NSW","Australia",8
"Agna Cowpe","F",54,88,1969-03-05,NA,"Property","Mass Customer","Yes",7,"2 Main Lane","4114","QLD","Australia",3
