"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"Fleurette Whardley","F",46,"824",97,"Financial Advisor","Financial Services","Affluent Customer","Yes",12
"Ephrayim Beville","M",46,"1842",89,"Accountant IV","Financial Services","Mass Customer","No",8
"Lonni Andrichak","F",46,"1816",68,"Junior Executive","Argiculture","Mass Customer","No",18
"Spike Thieme","M",46,"387",34,"Administrative Officer","Financial Services","Mass Customer","No",22
"Reine Semken","F",46,"993",71,"Account Coordinator","Argiculture","High Net Worth","No",17
"Cindie Naldrett","F",46,"3161",71,"Software Engineer IV","Financial Services","Mass Customer","Yes",4
"Neddy La Grange","M",46,"3305",25,"Senior Developer","Health","Mass Customer","Yes",11
"Roderich Mixer","M",46,"3448",26,"Software Consultant","Financial Services","High Net Worth","No",9
"Kylen Gimson","F",46,"2059",21,"Graphic Designer","Retail","High Net Worth","No",12
"Moritz Brognot","M",46,"2638",1,"Budget/Accounting Analyst III","IT","Mass Customer","Yes",15
"Benton MacGragh","M",46,"2522",42,"Web Developer IV","IT","High Net Worth","No",14
"Courtney Meas","F",46,"1451",32,"Junior Executive","Argiculture","Mass Customer","Yes",16
"Jeffry Slowly","M",46,"1597",93,"Nurse Practicioner","Retail","Affluent Customer","No",14
"Olvan Loadwick","M",46,"2770",24,"VP Quality Control","Manufacturing","High Net Worth","Yes",13
"Avis","F",46,"197",32,"Administrative Assistant IV","Manufacturing","High Net Worth","No",5
"Diane Busk","F",46,"1752",92,"Systems Administrator II","Financial Services","Mass Customer","No",17
"Frederik Duckett","M",46,"784",10,"Accounting Assistant III","IT","High Net Worth","Yes",22
"Maddy Aiskovitch","F",46,"1299",72,"Media Manager IV","Telecommunications","Affluent Customer","No",12
"Erik","M",46,"2907",89,"Senior Financial Analyst","Financial Services","High Net Worth","No",8
"Sibylle Cutsforth","F",46,"1161",86,"Senior Quality Engineer","Retail","Mass Customer","No",15
"Kleon Pallatina","M",46,"672",53,"Analog Circuit Design manager","Retail","High Net Worth","No",12
"Gilligan Mowat","F",46,"1164",97,"Food Chemist","Health","Mass Customer","Yes",17
"Trixi Wickes","F",46,"3734",46,"Help Desk Technician","Manufacturing","Mass Customer","No",21
"Cecilia Chipchase","F",46,"820",12,"Financial Advisor","Financial Services","High Net Worth","No",16
"Moyra Mount","F",46,"2745",8,"Chemical Engineer","Manufacturing","Mass Customer","Yes",18
"Sybila Enefer","F",46,"1932",98,"Librarian","Entertainment","Affluent Customer","Yes",3
"Cathrin Rosencrantz","F",46,"3369",90,"Research Associate","Manufacturing","Mass Customer","No",10
"Amble Tandy","M",47,"2678",33,"Sales Associate","Health","Mass Customer","No",11
"Holly-anne Hamman","F",47,"1860",4,"Nuclear Power Engineer","Manufacturing","Mass Customer","Yes",17
"Leona Phateplace","F",47,"235",30,"Social Worker","Health","Mass Customer","No",15
"Dorrie Meaden","F",47,"2661",59,"VP Marketing","Financial Services","High Net Worth","Yes",12
"Tiphani Fritz","F",47,"3155",88,"Office Assistant I","IT","Affluent Customer","Yes",21
"Talia Sidnell","F",47,"3656",14,"GIS Technical Architect","Property","Mass Customer","Yes",3
"Bendix Olivella","M",47,"1801",48,"Legal Assistant","Manufacturing","Affluent Customer","No",21
"Farra Catto","F",47,"3659",76,"VP Sales","Financial Services","High Net Worth","No",10
"Sharl Wiggin","F",47,"675",37,"Administrative Assistant I","Financial Services","Mass Customer","Yes",17
"Daron","F",47,"1756",92,"Junior Executive","Manufacturing","High Net Worth","No",7
"Vernen Hakonsen","M",47,"2718",69,"Software Test Engineer II","Health","High Net Worth","Yes",14
"Brock Ride","M",47,"3392",41,"Tax Accountant","Financial Services","Mass Customer","No",10
"Cathy Parmley","F",47,"2028",25,"Director of Sales","Retail","Affluent Customer","Yes",18
"Alwin Cuberley","M",47,"2317",97,"Tax Accountant","Health","Mass Customer","Yes",16
"Geoff Assaf","M",47,"25",72,"Accounting Assistant III","Financial Services","Mass Customer","Yes",21
"Oralle Petrello","F",47,"3986",1,"Social Worker","Health","Mass Customer","No",21
"Saraann Gilliard","F",47,"2702",34,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",11
"Valaria Hugh","F",47,"1418",80,"Senior Sales Associate","IT","Affluent Customer","Yes",21
"Sharia Allkins","F",47,"2811",29,"Internal Auditor","Property","Mass Customer","No",22
"Penn Burkinshaw","M",47,"395",28,"Data Coordiator","Retail","High Net Worth","Yes",9
"Dev Caghan","M",47,"1848",22,"Information Systems Manager","Manufacturing","Mass Customer","No",9
"Tull Godehard.sf","M",47,"1787",2,"Executive Secretary","Retail","High Net Worth","Yes",13
"Basilius Spieck","M",47,"717",65,"VP Product Management","Manufacturing","Mass Customer","Yes",11
"Stacy Pozzi","M",47,"778",24,"Assistant Professor","Manufacturing","High Net Worth","No",13
"Odele Blackmore","F",47,"3174",67,"Research Associate","Financial Services","Affluent Customer","No",9
"Clementius Hambric","M",47,"924",33,"Computer Systems Analyst II","Property","Affluent Customer","No",13
"Marlee Brundle","F",47,"3184",2,"Civil Engineer","Manufacturing","Affluent Customer","Yes",7
"Lynnelle Comettoi","F",47,"522",64,"Business Systems Development Analyst","IT","Affluent Customer","Yes",16
"Nona Tubb","F",47,"3882",18,"Human Resources Assistant III","Health","Mass Customer","Yes",9
"Kara-lynn Doddridge","F",47,"1035",77,"Operator","Retail","Affluent Customer","Yes",5
"Bram Pheasant","M",47,"3566",96,"Social Worker","Health","Affluent Customer","Yes",10
"Vale Starcks","F",47,"3629",17,"Editor","Health","High Net Worth","No",22
"Brendan Aird","M",47,"3337",58,"Biostatistician IV","Argiculture","Mass Customer","Yes",16
"Hedi Mowday","F",47,"3484",10,"Information Systems Manager","Financial Services","High Net Worth","Yes",20
"Venus Sketch","F",47,"1805",90,"Budget/Accounting Analyst II","Financial Services","Mass Customer","No",12
"Chad","F",47,"1712",63,"Dental Hygienist","Health","High Net Worth","Yes",7
"Lemmy Bennit","M",47,"1119",43,"Assistant Media Planner","Entertainment","Mass Customer","Yes",19
"Bonnee Farley","F",47,"3147",21,"Database Administrator IV","Retail","Affluent Customer","Yes",17
"Thorny Hackworth","M",47,"204",56,"Editor","Financial Services","Mass Customer","No",5
"Leontyne Simpkiss","F",47,"364",96,"Database Administrator III","Financial Services","Affluent Customer","No",11
"Hilario Ramsdell","M",47,"2140",59,"Help Desk Operator","Telecommunications","High Net Worth","No",21
"Ferd Chominski","M",47,"3181",39,"Senior Editor","Financial Services","High Net Worth","No",6
"Bearnard Letixier","M",47,"3156",23,"Compensation Analyst","Financial Services","Mass Customer","No",4
"Wolfgang Raffles","M",47,"3215",14,"General Manager","Financial Services","Mass Customer","Yes",7
"Joelle Prior","F",47,"635",78,"Programmer Analyst IV","Manufacturing","Mass Customer","Yes",9
"Gregorius Cockram","M",47,"2128",31,"Data Coordiator","Property","Affluent Customer","Yes",16
"Tedmund Plumm","M",47,"2832",9,"Recruiter","Telecommunications","Mass Customer","Yes",9
"Milissent Deinert","F",47,"2856",53,"Marketing Manager","Financial Services","Mass Customer","Yes",13
"Mercy Wilsone","F",47,"637",60,"Health Coach I","Health","High Net Worth","No",13
"Gracia McAteer","F",47,"2173",27,"Help Desk Technician","IT","Mass Customer","Yes",22
"Brad Tenman","M",47,"2555",43,"Health Coach IV","Health","Affluent Customer","No",11
"Tessi Hesse","F",47,"274",66,"Social Worker","Health","Mass Customer","Yes",14
"Fonz Jankin","M",47,"1591",4,"Operator","Manufacturing","Mass Customer","Yes",14
"Diannne Teager","F",47,"1577",87,"Automation Specialist I","Manufacturing","High Net Worth","No",10
"Lisetta","F",47,"3052",72,"Teacher","Property","Mass Customer","No",18
"Kessia Helder","F",47,"163",58,"Librarian","Entertainment","High Net Worth","Yes",14
"Corissa Zienkiewicz","F",47,"1013",53,"Physical Therapy Assistant","Retail","High Net Worth","No",17
"Benny Jammet","F",47,"1737",21,"Senior Developer","Property","Affluent Customer","Yes",13
"Cherida Whyffen","F",47,"3827",10,"Programmer III","Retail","Affluent Customer","No",8
"Ryon Elsay","M",47,"3240",90,"Chief Design Engineer","Retail","Mass Customer","Yes",6
"Barbara Croxley","F",47,"243",94,"Teacher","Manufacturing","High Net Worth","Yes",14
"Karlen Iacovacci","F",47,"2994",26,"Accountant II","Manufacturing","Mass Customer","Yes",18
"Bevvy Siegertsz","F",47,"782",30,"Geological Engineer","Manufacturing","Mass Customer","No",17
"Lena Cronshaw","F",47,"2243",76,"Business Systems Development Analyst","Financial Services","Affluent Customer","Yes",7
"Andrey Conre","M",47,"1308",34,"Analog Circuit Design manager","Manufacturing","Affluent Customer","Yes",18
"Cammie Edridge","F",47,"3251",95,"Safety Technician II","Financial Services","High Net Worth","Yes",8
"Celie Guyers","F",47,"2420",10,"Staff Scientist","Financial Services","High Net Worth","No",16
"Jeremiah Wasling","M",47,"341",10,"GIS Technical Architect","Financial Services","Mass Customer","No",5
"Salvidor Renzo","M",47,"375",13,"Automation Specialist II","Manufacturing","Mass Customer","Yes",7
"Lexis Deason","F",47,"2596",51,"Assistant Professor","Manufacturing","Affluent Customer","Yes",13
"Guillermo Kolakovic","M",47,"2062",67,"Junior Executive","Retail","Mass Customer","No",18
"Tobit","M",47,"2912",60,"Senior Developer","Financial Services","High Net Worth","No",4
"Stephana Puzey","F",47,"1102",16,"Recruiting Manager","Manufacturing","Affluent Customer","No",15
"Tina Riggulsford","F",47,"3123",71,"Dental Hygienist","Health","High Net Worth","No",20
"Kippy Heater","F",47,"2695",88,"Statistician II","Manufacturing","Mass Customer","Yes",19
"Sayres Duthie","M",47,"437",24,"Systems Administrator III","Manufacturing","Affluent Customer","Yes",17
"Nomi Bushell","F",47,"2629",60,"Engineer IV","Entertainment","High Net Worth","No",19
"Adelaida Redmond","F",47,"607",55,"Dental Hygienist","Health","Mass Customer","No",15
"Friederike Bestar","F",47,"384",70,"Actuary","Financial Services","Affluent Customer","No",17
"Shirley Siss","F",47,"3686",20,"Paralegal","Financial Services","High Net Worth","Yes",15
"Winni Cana","F",47,"1391",62,"Marketing Assistant","Retail","High Net Worth","No",12
"Louella Mandifield","F",47,"2979",39,"Tax Accountant","Retail","Mass Customer","No",18
"Burty Strutz","M",47,"2433",38,"Nurse Practicioner","Manufacturing","High Net Worth","Yes",8
"Nickie Neissen","M",47,"399",26,"Engineer III","Manufacturing","Affluent Customer","Yes",16
"Gordon Gowar","M",47,"93",63,"Project Manager","Retail","Mass Customer","Yes",10
"Thorin Grimoldby","M",47,"414",12,"Social Worker","Health","High Net Worth","No",10
"Duff Kemble","M",47,"2227",45,"Systems Administrator I","Property","Affluent Customer","Yes",9
"Hollie MacEllen","F",47,"2960",6,"Design Engineer","Property","Mass Customer","Yes",16
"Siegfried Hulmes","M",47,"2917",21,"Account Representative IV","Manufacturing","Affluent Customer","No",18
"Emeline Jorioz","F",47,"550",16,"Executive Secretary","Retail","Mass Customer","No",15
"Shel Duke","F",47,"3387",19,"General Manager","Manufacturing","Affluent Customer","Yes",15
"Perry Lampert","M",47,"3924",72,"Editor","Property","High Net Worth","Yes",10
"Romona Capitano","F",47,"365",98,"VP Quality Control","Property","High Net Worth","No",15
"Ellissa Stanney","F",47,"1481",93,"Senior Financial Analyst","Financial Services","Affluent Customer","No",14
"Ange Austick","F",47,"3726",36,"GIS Technical Architect","Property","Mass Customer","No",19
"Tully","M",47,"2461",89,"Speech Pathologist","Health","Affluent Customer","No",17
"Emma Mates","F",47,"2489",42,"Speech Pathologist","Retail","Mass Customer","No",15
"Othilia Metcalf","F",47,"3571",9,"Senior Sales Associate","Property","Mass Customer","Yes",3
"Bryana Vennart","F",47,"3760",73,"VP Marketing","Financial Services","Mass Customer","No",18
"Braden Lamming","M",47,"1048",99,"Internal Auditor","Retail","Affluent Customer","No",15
"Skylar Brise","M",47,"2196",66,"Media Manager I","Retail","High Net Worth","Yes",7
"Abe Pilley","M",47,"1078",69,"Executive Secretary","Manufacturing","Mass Customer","No",20
"Evonne Southan","F",47,"1114",96,"Structural Engineer","Retail","Mass Customer","No",14
"Genni Larway","F",47,"316",72,"Environmental Specialist","Manufacturing","Mass Customer","Yes",10
"Cazzie Gravell","M",47,"3231",84,"Sales Representative","Retail","Affluent Customer","Yes",16
"Bibby Goman","F",47,"3807",73,"Analyst Programmer","Retail","Mass Customer","No",21
"Mick Boutellier","M",47,"2460",88,"Nurse Practicioner","Manufacturing","High Net Worth","Yes",12
"Denney Cretney","M",47,"1034",16,"Cost Accountant","Financial Services","High Net Worth","Yes",3
"Alley Fitchell","M",47,"2191",2,"Payment Adjustment Coordinator","IT","Mass Customer","Yes",4
"Bell Carley","F",47,"2564",18,"Engineer III","Health","Mass Customer","No",15
"Pail Ashplant","M",47,"492",54,"Environmental Tech","Financial Services","Mass Customer","No",21
"Early Saggs","M",47,"2760",55,"Teacher","Property","Mass Customer","No",11
"Ingunna Loxston","F",47,"3792",81,"VP Marketing","Financial Services","Affluent Customer","Yes",5
"Reese Titterington","M",47,"1069",85,"Web Designer I","Telecommunications","Mass Customer","No",15
"Basilius Coupe","M",47,"41",64,"Food Chemist","Health","Mass Customer","No",16
"Melissa Purple","F",47,"990",56,"Administrative Officer","Manufacturing","Mass Customer","Yes",14
"Astrid Mac Giolla Pheadair","F",47,"2921",15,"Environmental Tech","Financial Services","Mass Customer","No",7
"Leanna Cromb","F",47,"3491",69,"Business Systems Development Analyst","Financial Services","Affluent Customer","No",10
"Yale Tanser","M",47,"65",21,"Information Systems Manager","Financial Services","Affluent Customer","Yes",15
"Patten Laytham","M",47,"1894",86,"Automation Specialist III","Manufacturing","High Net Worth","Yes",17
"Mel Shoebottom","F",47,"3057",96,"Executive Secretary","IT","Mass Customer","No",9
"Alina Wilsey","F",47,"465",54,"Developer III","Financial Services","Affluent Customer","Yes",14
"Griffith Minor","M",47,"3724",24,"Biostatistician II","IT","Affluent Customer","No",9
"Page Farthin","M",47,"2773",69,"Structural Engineer","Manufacturing","Mass Customer","Yes",20
"Noreen Matelaitis","F",47,"2847",50,"Occupational Therapist","Health","Mass Customer","No",12
"Barn Sainsberry","M",47,"2425",32,"Help Desk Technician","Manufacturing","Mass Customer","Yes",11
"Thor Rickardsson","M",47,"2577",78,"Operator","Property","Mass Customer","Yes",10
"Bradford Monkton","M",47,"2726",49,"Administrative Officer","Financial Services","Affluent Customer","No",4
"Johnnie Prujean","M",47,"2445",46,"Quality Control Specialist","Retail","Affluent Customer","No",18
"Adria MacRorie","F",47,"1393",96,"Associate Professor","Manufacturing","Mass Customer","No",20
"Gaby Lozano","F",47,"3921",93,"Mechanical Systems Engineer","Manufacturing","High Net Worth","No",10
"Latashia","F",47,"3555",96,"Programmer Analyst II","Manufacturing","Mass Customer","No",21
"Fina Merali","F",47,"7",6,"Director of Sales","Financial Services","Affluent Customer","Yes",11
"Kora Paoli","F",47,"1595",15,"Senior Financial Analyst","Financial Services","High Net Worth","Yes",11
"Andrea Funcheon","M",47,"491",45,"Speech Pathologist","Property","Affluent Customer","Yes",19
"Stern Ilyenko","M",47,"3197",83,"Environmental Specialist","Health","High Net Worth","No",14
"Johan Dudderidge","M",47,"3168",89,"Assistant Manager","Health","Affluent Customer","No",22
"Conny Starbeck","F",47,"3218",38,"Information Systems Manager","Argiculture","Mass Customer","Yes",22
"Wadsworth Ruselin","M",47,"3773",44,"Accountant I","Retail","Affluent Customer","Yes",18
"Jaime Warkup","M",47,"569",30,"Analog Circuit Design manager","IT","Mass Customer","No",10
"Korry Cosgrove","F",47,"496",25,"Engineer II","Financial Services","Affluent Customer","Yes",11
"Alexis Aronov","M",47,"1284",30,"Junior Executive","Entertainment","Affluent Customer","No",11
"Tadd Bloss","M",47,"161",49,"Programmer IV","Entertainment","Mass Customer","No",16
"Stefano Thornborrow","M",47,"920",89,"Software Test Engineer IV","Health","Mass Customer","Yes",19
"Evanne Bentote","F",47,"3416",6,"Budget/Accounting Analyst I","Manufacturing","Mass Customer","Yes",11
"Celia Dockerty","F",47,"1176",7,"Software Engineer IV","Retail","Affluent Customer","Yes",7
"Isacco Woodwind","M",47,"1042",0,"Nuclear Power Engineer","Manufacturing","High Net Worth","Yes",11
"Winny Girtin","M",47,"624",44,"Research Assistant II","Manufacturing","Mass Customer","Yes",13
"Cleveland Spilling","M",47,"1374",76,"Structural Analysis Engineer","Manufacturing","Mass Customer","No",8
"Anderea Dallewater","F",47,"944",53,"Accountant IV","Manufacturing","Mass Customer","No",15
"Alexandr Maylard","M",47,"1530",89,"Pharmacist","Health","Mass Customer","Yes",9
"Carl Penquet","M",47,"2102",80,"Senior Editor","Retail","Affluent Customer","No",5
"Karlis Alner","M",48,"1664",11,"Chemical Engineer","Manufacturing","Affluent Customer","Yes",9
"Goran Kwietek","M",48,"101",83,"Nurse Practicioner","Manufacturing","High Net Worth","No",11
"Shaughn Salters","M",48,"1094",48,"Dental Hygienist","Health","High Net Worth","No",19
"Fanya Gethyn","F",48,"3601",85,"Junior Executive","IT","Mass Customer","No",18
"Colline Coulman","F",48,"1118",95,"Sales Representative","Retail","Mass Customer","Yes",9
"Ulberto Haking","M",48,"2851",36,"Programmer IV","Entertainment","Affluent Customer","Yes",16
"Alysia Cantrill","F",48,"1467",1,"Automation Specialist III","Manufacturing","Mass Customer","Yes",6
"Rusty Iapico","M",48,"3995",93,"Staff Scientist","Manufacturing","Mass Customer","Yes",14
"Timi Huson","F",48,"3595",81,"Software Consultant","Retail","Mass Customer","No",6
"Johnathan Audiss","M",48,"580",83,"Compensation Analyst","Financial Services","Mass Customer","Yes",14
"Georgena Guilaem","F",48,"1117",83,"Quality Engineer","Property","Affluent Customer","No",14
"Randolph Redihalgh","M",48,"456",47,"Automation Specialist I","Manufacturing","Affluent Customer","Yes",17
"Templeton Hambrook","M",48,"175",36,"Quality Engineer","Manufacturing","Affluent Customer","No",5
"Regan Botly","M",48,"2958",10,"Health Coach II","Manufacturing","Affluent Customer","Yes",14
"Amie Felgate","F",48,"2844",98,"Marketing Manager","Financial Services","Mass Customer","Yes",13
"Mitch Rains","M",48,"792",10,"Structural Engineer","Argiculture","High Net Worth","Yes",4
"Lorry Booley","F",48,"1008",47,"Teacher","Health","Mass Customer","No",21
"Natala Thorndale","F",48,"1020",29,"Senior Sales Associate","IT","Affluent Customer","No",13
"Merilee Hammerson","F",48,"3722",69,"Senior Developer","Retail","Mass Customer","No",7
"Megen Lorenc","F",48,"2794",41,"Social Worker","Health","Mass Customer","Yes",18
"Fenelia Dockrell","F",48,"2608",44,"Budget/Accounting Analyst III","Health","Affluent Customer","Yes",6
"Arabel Kayser","F",48,"1679",92,"Programmer II","Health","Mass Customer","Yes",13
"Stearn Boutton","M",48,"2691",41,"Librarian","Entertainment","Mass Customer","No",18
"Winifred MacRonald","F",48,"1438",27,"Social Worker","Health","Mass Customer","Yes",14
"Lela Carrell","F",48,"3275",24,"Computer Systems Analyst IV","Manufacturing","Mass Customer","No",6
"Amaleta Slafford","F",48,"1844",71,"Product Engineer","Financial Services","Mass Customer","No",12
"Easter Laffoley-Lane","F",48,"403",40,"Graphic Designer","Manufacturing","Mass Customer","Yes",17
"Hilton Gladwell","M",48,"1559",63,"Registered Nurse","Health","High Net Worth","Yes",12
"Wolfie Hoyes","M",48,"3641",78,"Civil Engineer","Manufacturing","Affluent Customer","No",12
"Tish Mowett","F",48,"1062",32,"Junior Executive","Health","Mass Customer","No",14
"Hyacinthia Settle","F",48,"2974",1,"Engineer IV","Financial Services","High Net Worth","No",15
"Bernelle Warwick","F",48,"1150",64,"Information Systems Manager","Financial Services","Mass Customer","Yes",13
"Trace Woodhead","M",48,"45",64,"Senior Financial Analyst","Financial Services","Mass Customer","No",8
"Jayme Hendin","M",48,"2103",94,"Business Systems Development Analyst","Financial Services","Affluent Customer","No",18
"Kim Tineman","F",48,"2855",81,"Nurse Practicioner","Manufacturing","Mass Customer","Yes",17
"Lucho Strafen","M",48,"1085",4,"Internal Auditor","Health","Mass Customer","No",8
"Jarid Grebner","M",48,"949",18,"Executive Secretary","Health","Mass Customer","Yes",3
"Leese Lohan","F",48,"1895",53,"Technical Writer","Manufacturing","Mass Customer","No",15
"Shannon Pflieger","M",48,"2115",17,"Food Chemist","Health","Mass Customer","Yes",17
"Carmelita Matuskiewicz","F",48,"2211",3,"Accountant II","Manufacturing","Mass Customer","Yes",18
"Gaye Quickenden","F",48,"1180",48,"Account Representative I","Financial Services","Affluent Customer","No",10
"Letitia Coan","F",48,"1976",84,"Product Engineer","Manufacturing","Mass Customer","No",11
"Rebbecca Casone","F",48,"48",46,"Biostatistician II","Argiculture","Mass Customer","Yes",8
"Willis Whyler","M",48,"825",17,"Computer Systems Analyst IV","Property","Affluent Customer","Yes",16
"Efren Castanos","M",48,"1557",64,"Speech Pathologist","Financial Services","Mass Customer","No",6
"Shena Parren","F",48,"112",88,"Marketing Manager","Retail","High Net Worth","No",12
"Vincenty Sayer","M",48,"2514",25,"Senior Financial Analyst","Financial Services","High Net Worth","Yes",17
"Hobie Knappett","M",48,"539",53,"Budget/Accounting Analyst I","Health","High Net Worth","No",15
"Dunn Ziem","M",48,"3889",39,"General Manager","Retail","Affluent Customer","No",18
"Rosalia Halgarth","F",48,"3996",8,"VP Product Management","Health","Mass Customer","No",19
"Cristobal Whitrod","M",48,"3488",63,"Speech Pathologist","Manufacturing","Mass Customer","Yes",9
"Heinrik Norcock","M",48,"724",7,"Analog Circuit Design manager","Financial Services","Mass Customer","Yes",4
"Sophronia Yerrill","F",48,"2452",93,"Chemical Engineer","Manufacturing","Mass Customer","Yes",17
"Temp Thebeau","M",48,"819",7,"Associate Professor","Manufacturing","Affluent Customer","Yes",5
"Lorettalorna","F",48,"1090",15,"Computer Systems Analyst II","Telecommunications","Affluent Customer","No",17
"Masha Bibbie","F",48,"1927",11,"Software Test Engineer I","Manufacturing","Affluent Customer","Yes",8
"Ynez Fawloe","F",48,"2467",71,"Engineer III","Manufacturing","Affluent Customer","Yes",4
"Galvin O'Keenan","M",48,"640",12,"Librarian","Entertainment","High Net Worth","Yes",10
"Colas Pumfrett","M",48,"1004",35,"Business Systems Development Analyst","IT","High Net Worth","No",22
"Mina Clawley","F",48,"1286",83,"Senior Quality Engineer","Manufacturing","High Net Worth","Yes",16
"Artie Ommanney","M",48,"673",35,"VP Sales","Health","Mass Customer","Yes",4
"Kerri Marrington","F",48,"3853",91,"Accounting Assistant IV","Argiculture","Mass Customer","Yes",19
"Audry Seine","F",48,"188",54,"Safety Technician II","Property","High Net Worth","Yes",13
"Mercy Donisi","F",48,"3506",19,"Web Designer I","Financial Services","Mass Customer","No",15
"Idette Mapam","F",48,"2366",51,"Web Designer I","Health","Mass Customer","Yes",15
"Lin Tarver","M",48,"3523",33,"Software Engineer I","Financial Services","Affluent Customer","No",19
"Jammal Gever","M",48,"170",80,"Pharmacist","Health","High Net Worth","No",21
"Gaby","M",48,"494",33,"Design Engineer","Manufacturing","Mass Customer","No",9
"Enrichetta Broadberry","F",48,"2915",32,"Budget/Accounting Analyst IV","Manufacturing","Mass Customer","No",17
"Joell Balfe","F",48,"1551",37,"Computer Systems Analyst I","Entertainment","Affluent Customer","No",17
"Tam Prestner","M",48,"3350",53,"Analog Circuit Design manager","Manufacturing","Affluent Customer","No",6
"Vyky Coppen","F",48,"3165",56,"Business Systems Development Analyst","Manufacturing","Affluent Customer","Yes",10
"Kacie Stanbrooke","F",48,"3534",92,"Associate Professor","Manufacturing","Affluent Customer","Yes",3
"Derek Malafe","M",48,"1431",29,"Sales Associate","Financial Services","Affluent Customer","Yes",17
"Lewiss Jaeggi","M",48,"2604",91,"Account Executive","Retail","Mass Customer","Yes",7
"Haslett Ropars","M",48,"3704",54,"Health Coach III","Health","High Net Worth","Yes",6
"Linell Beadle","F",48,"256",16,"Director of Sales","Health","High Net Worth","Yes",21
"Ganny Dwerryhouse","M",48,"3547",19,"Senior Financial Analyst","Financial Services","Affluent Customer","No",8
"Bonni Drakers","F",48,"1524",7,"Administrative Officer","Financial Services","Mass Customer","Yes",16
"Dorene Scrivner","F",48,"389",97,"Help Desk Operator","Entertainment","Affluent Customer","Yes",17
"Letta McCarter","F",48,"901",13,"Senior Editor","Retail","Mass Customer","Yes",16
"Addy Moukes","M",48,"3297",39,"Product Engineer","Manufacturing","Mass Customer","No",13
"Cristy McQuirter","F",48,"2952",28,"Senior Developer","Manufacturing","High Net Worth","Yes",16
"Nonna Hun","F",48,"766",16,"Executive Secretary","Retail","Mass Customer","Yes",14
"Nicko Artois","M",48,"3132",33,"Sales Representative","Retail","Mass Customer","Yes",7
"Claudian Ruos","M",48,"1444",97,"Payment Adjustment Coordinator","Health","Mass Customer","No",8
"Kirsten Slegg","F",48,"2047",45,"Paralegal","Financial Services","Affluent Customer","Yes",21
"Wes Crotch","M",48,"3326",83,"Nurse","Manufacturing","High Net Worth","Yes",22
"Benito Vearnals","M",48,"2457",70,"Developer IV","IT","High Net Worth","Yes",15
"Myrlene Rothwell","F",48,"450",5,"Structural Analysis Engineer","Entertainment","Mass Customer","Yes",18
"Ozzy Olerenshaw","M",48,"1676",63,"Information Systems Manager","Health","Mass Customer","No",13
"Nichole","F",48,"356",10,"Librarian","Entertainment","High Net Worth","No",5
"Hamil Britch","M",48,"1998",13,"Media Manager IV","Manufacturing","High Net Worth","No",21
"Merv Barradell","M",48,"2961",56,"Assistant Manager","Health","Mass Customer","Yes",12
"Nona Diamant","F",48,"1039",24,"Assistant Media Planner","Entertainment","High Net Worth","Yes",15
"Clemens Rawll","M",48,"1561",47,"Graphic Designer","Manufacturing","Mass Customer","Yes",14
"Jozef Frizzell","M",48,"1817",32,"Graphic Designer","Manufacturing","High Net Worth","No",19
"Perl Suddaby","F",48,"3542",23,"Financial Analyst","Financial Services","Mass Customer","No",10
"Jacenta Wedlock","F",48,"1040",78,"Food Chemist","Health","High Net Worth","No",9
"Mahmud Chiles","M",48,"918",73,"Internal Auditor","Health","High Net Worth","No",13
"Rickey Gregolotti","M",48,"3366",98,"Technical Writer","Manufacturing","Mass Customer","Yes",14
"Augy Jerrems","M",48,"2241",45,"Paralegal","Financial Services","High Net Worth","No",10
"Ronda","F",48,"3385",23,"Systems Administrator III","Argiculture","Mass Customer","No",9
"Ephrem Hollerin","M",48,"3951",39,"Quality Control Specialist","Argiculture","Affluent Customer","Yes",9
"Benedicto Blumire","M",48,"3261",6,"Senior Sales Associate","Property","Mass Customer","Yes",5
"Laurene Linstead","F",48,"2125",9,"VP Quality Control","Financial Services","High Net Worth","No",18
"Rosalia Sigart","F",48,"135",18,"Internal Auditor","IT","Mass Customer","No",3
"Morgana Wardel","F",48,"2601",48,"Software Engineer III","Financial Services","Affluent Customer","No",13
"Umeko Hearfield","F",48,"3621",13,"Developer IV","Health","High Net Worth","No",15
"Leelah Pynner","F",48,"3515",11,"Staff Scientist","Telecommunications","High Net Worth","Yes",18
"Jarrett Maffia","M",48,"1099",12,"Tax Accountant","Manufacturing","Affluent Customer","Yes",11
"Tobe Spirit","M",48,"2567",97,"Systems Administrator IV","Financial Services","Mass Customer","No",22
"Carolann Ottiwill","F",48,"1182",84,"Data Coordiator","IT","Mass Customer","Yes",7
"Coop Corneck","M",48,"1504",98,"Data Coordiator","Property","Affluent Customer","Yes",13
"Stacia Gritsaev","F",49,"2902",57,"Human Resources Manager","Financial Services","Mass Customer","Yes",7
"Dietrich Geggie","M",49,"3553",97,"Graphic Designer","Health","Mass Customer","No",10
"Mariejeanne Laise","F",49,"2864",36,"Analog Circuit Design manager","IT","Mass Customer","No",21
"Ninon Van Der Hoog","F",49,"1791",20,"Data Coordiator","IT","Affluent Customer","Yes",19
"Cecelia Franzini","F",49,"2861",4,"VP Quality Control","Financial Services","Mass Customer","Yes",4
