"customer_name","gender","past_3_years_bike_related_purchases","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","lat","lon","age_group","job_type","Median salary or wages"
"Diego Van den Broek","M",17,"Manufacturing","Affluent Customer","Yes",13,"8","Schlimgen Drive",4055,"QLD","Australia",7,-27.408081697118,152.92417919069,"55-64","Technical",57998
"Lucilia Minshall","F",71,"IT","Mass Customer","Yes",7,"237","Mallard Place",2750,"NSW","Australia",8,-33.7549817482385,150.678150439569,"65+","Technical",53466
"Cissiee Pollington","F",43,"Property","Mass Customer","Yes",7,"69710","Northfield Center",2256,"NSW","Australia",9,-33.4955734523256,151.315938610158,"65+","Other",46706
"Eddy Sturch","M",22,"Financial Services","High Net Worth","Yes",17,"1","Kinsman Crossing",4158,"QLD","Australia",6,-27.4847552026316,153.202089068027,"55-64","Other",51265
"Caron Kezar","F",11,"Health","Mass Customer","No",5,"40553","Rigney Avenue",2835,"NSW","Australia",1,-31.5734601482759,145.512739489025,"65+","Other",61705
"Sandor Stirland","M",67,"Manufacturing","High Net Worth","No",12,"48578","Farmco Park",3235,"VIC","Australia",10,-38.4140512666667,143.88101215566,"35-44","Technical",36889
"Gallagher Bromell","M",18,"Health","Mass Customer","No",17,"91634","Badeau Crossing",4556,"QLD","Australia",8,-26.6739260196765,153.073408089854,"65+","Managerial",45026
"Murial Bulloch","F",59,"Financial Services","Mass Customer","No",13,"391","Old Shore Lane",2011,"NSW","Australia",6,-33.872475036036,151.224430508018,"55-64","Other",64198
"Delinda Ech","F",74,"Argiculture","Mass Customer","Yes",17,"28","Golf View Terrace",3101,"VIC","Australia",10,-37.8012926885106,145.03520761726,"65+","Technical",52960
"Hussein Tapenden","M",19,"Health","Affluent Customer","Yes",12,"197","Sachs Avenue",2747,"NSW","Australia",8,-33.7552136666747,150.752381214054,"65+","Healthcare",52798
"Giulietta Garbott","F",59,"Manufacturing","Affluent Customer","Yes",14,"48297","Stuart Circle",3810,"VIC","Australia",5,-38.0746169223958,145.461281269667,"18-24","Other",48046
"Kaylyn Jakaway","F",45,"Health","Affluent Customer","No",10,"67","Heath Circle",2290,"NSW","Australia",8,-32.971392475641,151.697876295112,"35-44","Healthcare",50288
"Brynn Goodyear","F",30,"Health","Mass Customer","Yes",11,"3","Sheridan Lane",3075,"VIC","Australia",7,-37.662253255,145.020341491704,"65+","Managerial",44182
"Otis","M",59,"Manufacturing","Affluent Customer","No",12,"4","Oakridge Plaza",2075,"NSW","Australia",11,-33.7245733836491,151.161163455443,"45-54","Technical",61904
"Pace Clemonts","M",99,"Retail","High Net Worth","No",10,"335","Cambridge Hill",3122,"VIC","Australia",7,-37.8243042346516,145.033006023153,"25-34","Managerial",55076
"Muffin Grigolon","M",7,"Telecommunications","Mass Customer","No",12,"4597","Marcy Point",2232,"NSW","Australia",10,-34.0297099230114,151.060846702591,"35-44","Other",58410
"Allsun Biner","F",67,"Financial Services","Mass Customer","Yes",10,"9","Walton Way",2641,"NSW","Australia",2,-36.038790795,146.942446606252,"25-34","Healthcare",43141
"Kenneth Elleyne","M",13,"Financial Services","Mass Customer","No",13,"27429","Dottie Plaza",3145,"VIC","Australia",11,-37.8817622359082,145.061154065059,"65+","Other",52972
"Clotilda Southers","F",62,"Financial Services","Mass Customer","Yes",15,"42","Donald Hill",2323,"NSW","Australia",4,-32.7831400035211,151.567845588058,"18-24","Technical",50658
"Augustus Bourley","M",60,"Health","Affluent Customer","No",18,"3","Hoepker Parkway",4152,"QLD","Australia",10,-27.4998129436379,153.097022020441,"35-44","Quantitative",56660
"Daisi Tinwell","F",84,"Financial Services","Mass Customer","No",11,"19561","Express Street",2777,"NSW","Australia",8,-33.7123756288213,150.577398455239,"45-54","Technical",54785
"Gerik Woodroof","M",18,"Financial Services","High Net Worth","Yes",9,"41","Kropf Road",3175,"VIC","Australia",7,-38.010267383586,145.198145076446,"55-64","Other",42250
"Claresta MacConnulty","F",6,"Manufacturing","Mass Customer","Yes",20,"516","Fremont Point",2026,"NSW","Australia",9,-33.890394873125,151.268282356468,"65+","Managerial",60000
"Arty Fontelles","M",50,"IT","High Net Worth","No",4,"7872","South Junction",3197,"VIC","Australia",4,-38.0726094675,145.125579533179,"25-34","Technical",51812
"Whit Emloch","M",30,"Health","Mass Customer","Yes",6,"105","Carpenter Court",2220,"NSW","Australia",9,-33.9664698769231,151.105515441045,"55-64","Healthcare",41337
"Rowan Summerly","M",4,"Entertainment","Mass Customer","No",9,"58231","Tomscot Plaza",2209,"NSW","Australia",10,-33.9474622844594,151.067276854035,"45-54","Other",48238
"Ian Rabat","M",54,"Financial Services","Affluent Customer","No",11,"3","Loeprich Point",3204,"VIC","Australia",11,-37.9165479583333,145.03897444773,"45-54","Other",53901
"Reginald Jermy","M",7,"Manufacturing","High Net Worth","Yes",20,"540","Katie Street",4128,"QLD","Australia",8,-27.6535042833333,153.174755037775,"55-64","Managerial",52640
"Harriet Brattan","F",81,"Financial Services","High Net Worth","No",2,"66","Ruskin Parkway",3579,"VIC","Australia",1,-35.7321505,143.91807867178,"35-44","Administrative",38410
"Sada Branton","F",34,"Manufacturing","Affluent Customer","No",14,"9736","Mitchell Pass",3199,"VIC","Australia",6,-38.1523235947475,145.139283061909,"45-54","Technical",48111
"Jenelle Mc-Kerley","F",40,"Financial Services","Mass Customer","Yes",16,"9","Springview Terrace",4068,"QLD","Australia",5,-27.5011992097897,152.976311440048,"65+","Other",50172
"Gabrila Toopin","F",7,"Manufacturing","Mass Customer","No",12,"1914","Oakridge Place",2456,"NSW","Australia",6,-30.0939677440476,153.186686372375,"55-64","Other",38898
"Almira Mangion","F",4,"Financial Services","Affluent Customer","Yes",2,"179","Anzinger Center",2230,"NSW","Australia",12,-34.0610239921569,151.148743303068,"25-34","Managerial",58047
"Arty Strudwick","M",85,"Health","Mass Customer","Yes",8,"62","Melrose Court",2211,"NSW","Australia",10,-33.9540693396552,151.033460692137,"55-64","Other",51616
"Alexa Dillet","F",65,"Entertainment","Affluent Customer","No",17,"84650","Novick Point",2261,"NSW","Australia",7,-33.3532840198413,151.470188067694,"65+","Technical",46714
"Palmer Heaven","M",82,"Financial Services","Affluent Customer","Yes",9,"5","Hoard Parkway",3754,"VIC","Australia",6,-37.6098223439227,145.100091487283,"25-34","Quantitative",52305
"Porter Buckenhill","M",46,"Manufacturing","High Net Worth","Yes",9,"376","Talmadge Street",4124,"QLD","Australia",7,-27.7375481,152.971807761901,"65+","Other",50761
"Kizzee Kemston","F",11,"Health","Mass Customer","No",13,"5979","Green Ridge Way",2767,"NSW","Australia",8,-33.7663539035714,150.871047304662,"55-64","Technical",52064
"Isadora Ducker","F",15,"Property","Affluent Customer","Yes",8,"2972","Holy Cross Crossing",3153,"VIC","Australia",5,-37.8376997934524,145.266395778708,"45-54","Other",48998
"Giffie Offill","M",51,"Telecommunications","Affluent Customer","No",5,"89","Riverside Court",4740,"QLD","Australia",3,-21.1229617040444,149.192090253298,"25-34","Technical",54635
"Fara Sarath","F",75,"Financial Services","Mass Customer","No",22,"540","Forest Run Plaza",2168,"NSW","Australia",7,-33.9135284625,150.877696297317,"65+","Technical",46604
"Tamar Windmill","F",92,"Manufacturing","Affluent Customer","No",10,"4669","Troy Place",2207,"NSW","Australia",10,-33.9346240427503,151.128902289408,"65+","Other",50715
"Kipp Stockport","M",36,"Retail","Mass Customer","Yes",6,"2","Roth Drive",2022,"NSW","Australia",11,-33.8920277987805,151.25047227246,"35-44","Other",56370
"Packston Wackett","M",10,"Financial Services","Mass Customer","No",19,"7","Northridge Court",3192,"VIC","Australia",9,-37.961668988806,145.052530243251,"65+","Technical",54001
"Hanson Eastes","M",74,"Manufacturing","Mass Customer","Yes",5,"5735","Starling Plaza",3056,"VIC","Australia",9,-37.7683588895939,144.959634256961,"25-34","Administrative",50072
"Demetria Bausor","F",73,"Entertainment","Mass Customer","Yes",9,"97","Transport Plaza",2097,"NSW","Australia",12,-33.7338013187423,151.294677231279,"55-64","Administrative",54292
"Lura Fawdrie","F",66,"Health","Mass Customer","Yes",4,"67183","Anniversary Parkway",4211,"QLD","Australia",3,-28.0244485640352,153.274217931672,"18-24","Managerial",46451
"Nora Anselm","F",84,"Entertainment","High Net Worth","Yes",15,"2","Emmet Parkway",4342,"QLD","Australia",5,-27.5763951142857,152.389151466177,"55-64","Administrative",42955
"Estevan Eastment","M",54,"Health","Mass Customer","Yes",21,"61926","Tomscot Hill",2019,"NSW","Australia",8,-33.9496219055556,151.203814605182,"65+","Technical",60512
"Aloysius Glowacz","M",72,"Financial Services","Affluent Customer","No",18,"7","Susan Lane",2232,"NSW","Australia",10,-34.0297099230114,151.060846702591,"35-44","Other",58410
"Bastien Ibbeson","M",53,"IT","Mass Customer","No",12,"43094","Kedzie Pass",2487,"NSW","Australia",5,-28.2668885928571,153.559985286082,"45-54","Other",45043
"Otha Langworthy","F",91,"Financial Services","Mass Customer","Yes",13,"678","Lyons Trail",3130,"VIC","Australia",10,-37.8168718255319,145.151785954685,"55-64","Technical",51064
"Gannie Bargh","M",56,"Health","Mass Customer","Yes",13,"1832","Burning Wood Place",3201,"VIC","Australia",7,-38.097174385,145.180062152295,"65+","Technical",49007
"Leese Huckleby","F",67,"Manufacturing","High Net Worth","Yes",16,"73","Riverside Trail",3777,"VIC","Australia",7,-37.6541929986842,145.516591978257,"45-54","Other",43463
"Dodi Kiggel","F",5,"Financial Services","Mass Customer","Yes",13,"5","Everett Trail",2114,"NSW","Australia",11,-33.8147045123188,151.088991853473,"35-44","Quantitative",55156
"Kippar Brimilcome","M",21,"Health","Mass Customer","No",19,"82","Welch Lane",2089,"NSW","Australia",11,-34.148683082405,150.898188888902,"65+","Other",71775
"Corinna Beretta","F",24,"Health","High Net Worth","No",12,"72","Mccormick Circle",3023,"VIC","Australia",7,-37.7564800019994,144.759142641737,"25-34","Technical",50258
"Laurie Odlin","F",75,"Health","High Net Worth","No",10,"15669","Arizona Trail",3194,"VIC","Australia",10,-37.9818570759222,145.060947003075,"35-44","Other",54624
"Mair Erett","F",15,"Health","Affluent Customer","No",18,"79","Armistice Parkway",2117,"NSW","Australia",7,-33.797093772973,151.04006832158,"65+","Healthcare",50400
"Marcelia Copins","F",81,"Health","Mass Customer","Yes",21,"330","Melby Terrace",2259,"NSW","Australia",8,-33.2442879967153,151.455122978098,"65+","Other",47220
"Tanner Terlinden","M",84,"Manufacturing","Mass Customer","No",14,"2637","Monument Trail",3106,"VIC","Australia",11,-37.7604982657467,145.145533630936,"25-34","Technical",48940
"Hilliard Dullard","M",65,"Manufacturing","Mass Customer","No",17,"37919","Old Gate Park",2163,"NSW","Australia",8,-33.8855384178571,150.973973547509,"65+","Technical",41633
"Justinn Haruard","F",48,"Health","High Net Worth","No",11,"0","Judy Terrace",2035,"NSW","Australia",12,-33.9416932640056,151.237771392207,"65+","Healthcare",56401
"Wyn Meach","M",37,"Manufacturing","Mass Customer","No",9,"79","Armistice Junction",2765,"NSW","Australia",9,-33.6965376214359,150.818208822562,"65+","Healthcare",51381
"Art Shardlow","M",57,"Argiculture","Mass Customer","Yes",15,"7","Clemons Circle",4350,"QLD","Australia",2,-27.5667387088414,151.936658063843,"55-64","Other",47616
"Dennis Varnham","M",57,"Entertainment","Affluent Customer","No",17,"6455","Mayfield Street",3350,"VIC","Australia",3,-37.5514123740556,143.830720560314,"65+","Administrative",46172
"Freddi Litherborough","F",46,"Financial Services","Mass Customer","No",7,"7873","Meadow Vale Plaza",2460,"NSW","Australia",3,-29.6724685704144,152.861638443822,"25-34","Technical",42249
"Salomon Perkins","M",76,"Financial Services","Affluent Customer","Yes",1,"45","Banding Hill",2009,"NSW","Australia",10,-33.870442388108,151.193589230432,"25-34","Technical",55908
"Sherill","F",33,"Financial Services","Mass Customer","No",3,"53","Moulton Avenue",2880,"NSW","Australia",1,-31.4160928752337,141.662222399278,"25-34","Managerial",48051
"Queenie Learie","F",90,"Property","Mass Customer","No",12,"7","Sauthoff Park",2073,"NSW","Australia",11,-33.7477267029412,151.13706493915,"65+","Technical",62724
"Etan Prinett","M",97,"Argiculture","Mass Customer","Yes",10,"9082","Waywood Avenue",2250,"NSW","Australia",8,-33.4177301953368,151.32933541699,"45-54","Other",48472
"Donaugh Benedict","M",3,"Property","Mass Customer","No",12,"30049","Brown Road",2233,"NSW","Australia",9,-34.0646286349749,151.014058327628,"25-34","Other",56891
"Harwell Kleinstein","M",87,"Retail","Affluent Customer","No",15,"7","Huxley Trail",3818,"VIC","Australia",5,-38.1377758071429,145.858582968361,"25-34","Administrative",43959
"Cheston Hritzko","M",70,"Manufacturing","Mass Customer","Yes",19,"3","Service Center",2127,"NSW","Australia",9,-33.8350856979103,151.071565609968,"65+","Technical",59820
"Suzy Trounson","F",13,"Financial Services","Mass Customer","Yes",20,"627","Golf Center",4152,"QLD","Australia",9,-27.4998129436379,153.097022020441,"65+","Technical",56660
"Jobie Runacres","F",96,"Property","Mass Customer","Yes",18,"24960","Shopko Crossing",2528,"NSW","Australia",7,-34.5513682047619,150.858059723846,"45-54","Technical",45684
"Guenna Filisov","F",52,"Manufacturing","High Net Worth","No",13,"43","Stoughton Drive",2154,"NSW","Australia",9,-33.7425245745204,151.006944466203,"45-54","Technical",57294
"Ottilie Wanless","F",51,"Health","Affluent Customer","No",8,"2","David Pass",2720,"NSW","Australia",4,-35.3556324151163,148.280276355313,"65+","Technical",49031
"Kipper Circuit","M",23,"Argiculture","Mass Customer","Yes",4,"3867","Barby Hill",2140,"NSW","Australia",8,-33.8598728528585,151.075682079339,"45-54","Administrative",47244
"Marilin Frome","F",58,"IT","Mass Customer","Yes",17,"52","Bobwhite Court",2219,"NSW","Australia",9,-33.9956343769231,151.139989165442,"45-54","Other",55397
"Arel Abramovitz","M",72,"Health","Mass Customer","No",16,"32249","Sycamore Way",4650,"QLD","Australia",4,-25.6174413383512,152.794262238691,"65+","Healthcare",43400
"Kit Easdon","M",61,"Property","Affluent Customer","No",12,"3","Roth Junction",3156,"VIC","Australia",8,-37.888409615614,145.267458743136,"45-54","Managerial",49048
"Frederich Glantz","M",37,"Manufacturing","High Net Worth","Yes",10,"9","Glacier Hill Circle",2762,"NSW","Australia",8,-33.7016190666667,150.878722196748,"25-34","Technical",58877
"Rodolph Denniss","M",28,"Property","Affluent Customer","Yes",7,"91281","Transport Center",3356,"VIC","Australia",2,-37.5924574214286,143.830890242454,"45-54","Other",42986
"Craggie Dering","M",47,"Financial Services","Mass Customer","No",7,"11","Paget Road",2125,"NSW","Australia",10,-33.7554589357143,151.037747338288,"65+","Quantitative",57788
"Giralda MacPeake","F",59,"Entertainment","High Net Worth","Yes",14,"6","Killdeer Way",2705,"NSW","Australia",1,-34.5584469988486,146.399502493401,"65+","Other",47217
"Rodney Trethewey","M",16,"Financial Services","Affluent Customer","No",15,"737","Service Lane",3030,"VIC","Australia",8,-37.8932562855869,144.703941958861,"25-34","Other",52900
"Theresina","F",30,"Argiculture","Mass Customer","Yes",14,"253","Katie Junction",2650,"NSW","Australia",2,-35.1303987188179,147.287771357235,"35-44","Managerial",48139
"Gleda Howerd","F",59,"IT","Mass Customer","No",6,"481","Moulton Place",2440,"NSW","Australia",2,-31.002822093662,152.782094912629,"55-64","Technical",39733
"Melany Ladewig","F",76,"Financial Services","Mass Customer","Yes",10,"3864","Sheridan Alley",4130,"QLD","Australia",7,-27.6678122175926,153.200216960709,"45-54","Other",51748
"Claudell Rounsefell","M",67,"Financial Services","Affluent Customer","No",8,"61416","Karstens Place",4217,"QLD","Australia",5,-28.0032955533294,153.413825747227,"25-34","Managerial",38906
"Garwin Nurden","M",54,"Property","High Net Worth","Yes",5,"0","Union Parkway",3142,"VIC","Australia",11,-37.8416555015152,145.015379478462,"65+","Technical",53508
"Bunny Leebetter","F",83,"Manufacturing","High Net Worth","Yes",8,"4","Lukken Lane",4301,"QLD","Australia",4,-27.6455961244194,152.862925244542,"55-64","Technical",46606
"Matias Melloi","M",61,"Retail","Affluent Customer","No",11,"1507","Schlimgen Trail",2155,"NSW","Australia",10,-33.6963501305118,150.933886619322,"45-54","Administrative",61221
"Sada Dowyer","F",47,"Financial Services","High Net Worth","Yes",3,"4","Meadow Ridge Place",2090,"NSW","Australia",10,-33.8304774,151.2254064334,"25-34","Managerial",73700
"Anet Roseman","F",84,"Financial Services","Mass Customer","No",9,"31","Melody Circle",3814,"VIC","Australia",4,-38.0892841263032,145.680667734376,"25-34","Technical",46378
"Katie Warhurst","F",0,"Retail","High Net Worth","Yes",14,"96","Rutledge Drive",3064,"VIC","Australia",5,-37.5844135765066,144.932992711957,"25-34","Other",48045
"Celia Bryden","F",12,"Manufacturing","High Net Worth","No",21,"2905","Towne Place",2114,"NSW","Australia",9,-33.8147045123188,151.088991853473,"65+","Technical",55156
"Stearne Trolley","M",42,"Financial Services","High Net Worth","No",14,"638","Caliangt Avenue",2137,"NSW","Australia",11,-33.8535504297297,151.103234411333,"35-44","Technical",58719
"Tristam Larose","M",70,"Financial Services","Mass Customer","No",17,"9645","Moose Terrace",2137,"NSW","Australia",11,-33.8535504297297,151.103234411333,"35-44","Managerial",58719
"Laurena","F",21,"Manufacturing","High Net Worth","No",10,"7","Messerschmidt Crossing",3810,"VIC","Australia",6,-38.0746169223958,145.461281269667,"55-64","Managerial",48046
"Heloise Fairpool","F",17,"Manufacturing","High Net Worth","No",17,"5","Loeprich Way",4680,"QLD","Australia",3,-23.8743616347572,151.258076945687,"45-54","Managerial",59828
"Dory Malpass","F",19,"Property","Affluent Customer","Yes",13,"3653","Steensland Road",4103,"QLD","Australia",8,-27.5145244902635,153.031239191517,"45-54","Other",49298
"Marcellina Baynton","F",60,"Financial Services","Mass Customer","No",16,"56","Comanche Terrace",3141,"VIC","Australia",10,-37.8347851956731,144.988464533816,"65+","Technical",59628
"Gregorius Leal","M",7,"Retail","Affluent Customer","Yes",21,"66","Merry Court",2033,"NSW","Australia",12,-33.9117303858503,151.222006736082,"65+","Technical",52238
"Deana Canton","F",67,"Property","Mass Customer","Yes",14,"92","Ludington Street",4301,"QLD","Australia",3,-27.6455961244194,152.862925244542,"45-54","Other",46606
"Kori Sparsholt","F",59,"Manufacturing","Mass Customer","Yes",19,"37","Rigney Park",2171,"NSW","Australia",9,-33.9195766133333,150.854665077554,"65+","Administrative",53477
"Lucky Klainman","F",24,"Retail","Mass Customer","No",8,"796","Barnett Plaza",3758,"VIC","Australia",4,-37.35891415,145.028784610781,"65+","Managerial",49485
"Erasmus Olenchenko","M",56,"Property","Mass Customer","Yes",5,"415","Rockefeller Trail",2484,"NSW","Australia",7,-28.3497036439516,153.373785970948,"55-64","Technical",40934
"Carita Sand","F",25,"Retail","Mass Customer","No",16,"846","Loftsgordon Crossing",2154,"NSW","Australia",11,-33.7425245745204,151.006944466203,"45-54","Technical",57294
"Lynnett Tipper","F",22,"Health","High Net Worth","Yes",2,"9","Ridgeview Avenue",3109,"VIC","Australia",10,-37.7803252147773,145.165197322728,"25-34","Other",48000
"Thorn Stigers","M",42,"Financial Services","Mass Customer","No",19,"6218","Delladonna Parkway",4115,"QLD","Australia",8,-27.6257711400899,153.031703264423,"45-54","Technical",50322
"Lela Billing","F",38,"Property","Mass Customer","Yes",18,"95","Glacier Hill Circle",2571,"NSW","Australia",7,-34.2510812080151,150.540778382001,"45-54","Technical",55356
"Norah Mapis","F",75,"Argiculture","Mass Customer","No",10,"57","Victoria Crossing",2263,"NSW","Australia",9,-33.2575399661765,151.527607405928,"18-24","Managerial",43702
"Moina Rosenbaum","F",50,"IT","Mass Customer","No",14,"0","Memorial Road",3109,"VIC","Australia",10,-37.7803252147773,145.165197322728,"18-24","Other",48000
"Ceciley Harg","F",50,"Retail","Mass Customer","Yes",4,"409","Starling Lane",4172,"QLD","Australia",7,-27.460652442743,153.099691031744,"25-34","Healthcare",56840
"Torry de la Valette Parisot","M",95,"Telecommunications","Mass Customer","Yes",18,"36963","Pierstorff Terrace",3168,"VIC","Australia",9,-37.9123444207904,145.140034415705,"55-64","Managerial",39706
"Sigismund Sedger","M",9,"Manufacturing","Affluent Customer","No",7,"8069","Sunbrook Way",2155,"NSW","Australia",10,-33.6963501305118,150.933886619322,"18-24","Quantitative",61221
"Irvine Headon","M",99,"IT","Affluent Customer","Yes",20,"9","Hovde Way",2322,"NSW","Australia",5,-32.792203198336,151.66521315401,"65+","Other",50666
"Laurie","M",31,"Entertainment","Mass Customer","Yes",15,"94","Barby Lane",2210,"NSW","Australia",10,-33.9503356200758,151.0572469449,"35-44","Administrative",49484
"Tomkin Bernlin","M",7,"Health","Affluent Customer","Yes",9,"492","Kings Street",2480,"NSW","Australia",3,-28.7491896334008,153.277049148567,"18-24","Healthcare",41942
"Genni Fanstone","F",25,"Entertainment","Mass Customer","No",16,"1","Fair Oaks Alley",3149,"VIC","Australia",10,-37.8829279917409,145.136752005058,"45-54","Administrative",50122
"Blondie","F",43,"Financial Services","High Net Worth","No",11,"780","Norway Maple Hill",2565,"NSW","Australia",8,-33.9913701865385,150.859545042055,"25-34","Quantitative",51159
"Aloysius Killingsworth","M",89,"Health","Mass Customer","No",12,"625","Mandrake Junction",2145,"NSW","Australia",9,-33.8133842931533,150.955551059031,"65+","Managerial",53591
"Carola Philler","F",73,"Health","High Net Worth","No",15,"1037","Roth Park",2145,"NSW","Australia",7,-33.8133842931533,150.955551059031,"65+","Other",53591
"Fitzgerald Hellikes","M",25,"Health","Mass Customer","Yes",10,"315","Center Park",3040,"VIC","Australia",7,-37.7499508292453,144.919414374456,"35-44","Managerial",53942
"Ingmar Okenden","M",97,"Financial Services","Mass Customer","Yes",8,"1","Graceland Plaza",3216,"VIC","Australia",2,-38.1800909541592,144.335073359887,"55-64","Technical",46270
"Tina Dunstan","F",13,"Retail","Affluent Customer","No",13,"98555","Victoria Hill",2171,"NSW","Australia",7,-33.9195766133333,150.854665077554,"65+","Administrative",53477
"Huberto Mollatt","M",82,"IT","Mass Customer","Yes",14,"31121","Pierstorff Center",2770,"NSW","Australia",7,-33.7571859536543,150.814152072592,"55-64","Technical",46224
"Georgi","M",29,"Manufacturing","High Net Worth","No",11,"59","Garrison Terrace",3215,"VIC","Australia",4,-38.1247564979243,144.352677349362,"45-54","Managerial",47078
"Adolpho Bellerby","M",46,"Financial Services","High Net Worth","Yes",13,"2763","Buhler Circle",4305,"QLD","Australia",4,-27.6149785314002,152.753023296701,"65+","Managerial",49540
"Kelsey Hatt","F",69,"Financial Services","High Net Worth","No",8,"309","Maple Wood Pass",3930,"VIC","Australia",6,-38.1818516052011,145.090334508824,"55-64","Other",53349
"Lucien","M",83,"Financial Services","High Net Worth","Yes",19,"777","Fairfield Court",4305,"QLD","Australia",3,-27.6149785314002,152.753023296701,"55-64","Other",49540
"Ariel McCloid","M",4,"Health","High Net Worth","Yes",6,"99","Quincy Parkway",3630,"VIC","Australia",1,-36.3790836475,145.403097988586,"25-34","Managerial",41744
"Bevvy Openshaw","F",68,"Financial Services","Affluent Customer","Yes",10,"902","Westend Lane",2318,"NSW","Australia",3,-32.76402701,151.876203210767,"45-54","Quantitative",51244
"Alexina Mabley","F",72,"Manufacturing","Mass Customer","Yes",10,"9","Rieder Junction",2573,"NSW","Australia",9,-34.2271987369565,150.587433498031,"45-54","Other",50000
"Dawn Pyffe","F",56,"Retail","Mass Customer","No",11,"734","Veith Way",3155,"VIC","Australia",8,-37.8624396528939,145.26044251784,"55-64","Managerial",49170
"Claudette Renackowna","F",55,"Manufacturing","Mass Customer","No",2,"800","Dahle Alley",2148,"NSW","Australia",8,-33.7746678359649,150.902494340217,"25-34","Other",49140
"Elianora Poolton","F",15,"Financial Services","Mass Customer","Yes",21,"5","Macpherson Drive",3134,"VIC","Australia",9,-37.8117776736921,145.226505008097,"65+","Technical",49854
"Park","M",39,"IT","Affluent Customer","No",14,"7","Boyd Drive",4350,"QLD","Australia",7,-27.5667387088414,151.936658063843,"45-54","Healthcare",47616
"Anthony Lindstrom","M",86,"Financial Services","Affluent Customer","Yes",10,"427","Oak Avenue",2205,"NSW","Australia",10,-33.931405620134,151.142891775701,"25-34","Other",48500
"Liane Poizer","F",59,"Property","High Net Worth","No",13,"390","Express Plaza",2076,"NSW","Australia",11,-33.714084024619,151.11340654776,"65+","Technical",61696
"Romonda Hallt","F",69,"Manufacturing","Affluent Customer","No",15,"703","Ludington Plaza",2480,"NSW","Australia",4,-28.7491896334008,153.277049148567,"55-64","Other",41942
"Sula Thomann","F",56,"Health","Mass Customer","No",6,"7","Dayton Circle",2160,"NSW","Australia",9,-33.8323377604938,150.979639719442,"25-34","Managerial",44811
"Renell Earley","F",5,"Financial Services","Mass Customer","Yes",11,"79","Manufacturers Plaza",4171,"QLD","Australia",5,-27.4558730336941,153.061180881731,"65+","Technical",64378
"Cliff Philipsson","M",82,"Argiculture","Mass Customer","No",16,"600","Artisan Drive",3149,"VIC","Australia",10,-37.8829279917409,145.136752005058,"55-64","Technical",50122
"Clevey Aisthorpe","M",27,"Retail","Mass Customer","Yes",8,"0","Veith Way",2009,"NSW","Australia",9,-33.870442388108,151.193589230432,"45-54","Other",55908
"George Jose","M",68,"Retail","High Net Worth","Yes",20,"535","Corben Point",4680,"QLD","Australia",4,-23.8743616347572,151.258076945687,"55-64","Administrative",59828
"Milty Brauninger","M",13,"Manufacturing","High Net Worth","No",11,"54","6th Trail",2640,"NSW","Australia",7,-36.0851089216229,146.920094129877,"65+","Administrative",47406
"Killian Nettles","M",44,"Manufacturing","Affluent Customer","No",4,"16","Pepper Wood Junction",3803,"VIC","Australia",7,-38.0077994108108,145.268962316753,"35-44","Administrative",45978
"Gaultiero Fibbens","M",41,"Financial Services","Affluent Customer","No",9,"938","Bartillon Hill",2035,"NSW","Australia",11,-33.9416932640056,151.237771392207,"35-44","Technical",56401
"Inglebert Aspinal","M",4,"Financial Services","Mass Customer","No",11,"612","Annamark Center",2176,"NSW","Australia",8,-33.8727681204545,150.892585208625,"45-54","Technical",48326
"Jammal Devenny","M",57,"Retail","High Net Worth","No",12,"18","Sage Plaza",3152,"VIC","Australia",9,-37.8685325590067,145.231145287575,"18-24","Managerial",48642
"Jodi Lermit","F",94,"Health","Mass Customer","Yes",10,"5","Corry Center",4021,"QLD","Australia",2,-27.2250484333333,153.088334716658,"65+","Managerial",46386
"Emelia Ackwood","F",72,"Financial Services","Mass Customer","Yes",10,"1","South Street",4183,"QLD","Australia",9,-27.4210780508172,153.51025062644,"35-44","Quantitative",40077
"Andee Huke","F",91,"Manufacturing","Mass Customer","No",9,"4810","Kim Park",3858,"VIC","Australia",2,-37.9760750083333,146.78273386235,"45-54","Technical",44308
"Isa Fominov","M",75,"IT","Mass Customer","Yes",5,"80388","Ryan Place",2010,"NSW","Australia",9,-33.8835501127389,151.211522037291,"18-24","Administrative",61100
"Zabrina Margram","F",87,"Manufacturing","High Net Worth","Yes",11,"1092","Kinsman Parkway",4053,"QLD","Australia",8,-27.4003306967121,152.992586381134,"55-64","Technical",56792
"Maddalena Angood","F",79,"Manufacturing","Affluent Customer","No",12,"1","Bluejay Court",2320,"NSW","Australia",4,-32.7150051901162,151.490457447248,"18-24","Quantitative",50482
"Sofie Worsfold","F",87,"Retail","Mass Customer","Yes",9,"7","Maple Wood Plaza",4125,"QLD","Australia",6,-27.703708,153.04372309749,"65+","Other",48636
"Elmira Vasilyev","F",33,"Manufacturing","High Net Worth","No",12,"12","Eastlawn Terrace",2007,"NSW","Australia",9,-33.8800245432948,151.197534656656,"65+","Technical",32393
"Free Rowland","M",42,"Health","Mass Customer","Yes",12,"24929","Spaight Junction",3796,"VIC","Australia",8,-37.788838565625,145.378309320951,"65+","Managerial",46800
