"customer_name","gender","customer_id","past_3_years_bike_related_purchases","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Target","lat","lon","age_group","job_type","Median salary or wages"
"Jaime Dikelin","F","2839",12,"Entertainment","Mass Customer","No",10,"9695","Northland Pass",2450,"NSW","Australia",7,"High-Value",-30.3542454039365,153.057892429229,"45-54","Administrative",42274
"Roanne Cowthard","F","394",70,"Health","High Net Worth","Yes",16,"7343","Washington Road",2287,"NSW","Australia",5,"High-Value",-32.8938571483333,151.659698994653,"45-54","Administrative",49740
"Kimball Scutter","M","2944",45,"Manufacturing","Affluent Customer","No",7,"797","Orin Terrace",2119,"NSW","Australia",10,"Mid-Value",-33.75366255,151.068811745369,"45-54","Technical",60524
"Berne Donegan","M","402",9,"Retail","Affluent Customer","No",22,"586","Miller Parkway",2835,"NSW","Australia",1,"Mid-Value",-31.5734601482759,145.512739489025,"45-54","Technical",61705
"Brantley Cecchi","M","1186",70,"Manufacturing","Affluent Customer","Yes",20,"84","Westridge Hill",2061,"NSW","Australia",10,"Mid-Value",-33.846941555,151.21276740881,"45-54","Other",75969
"Borden Wooles","M","1876",16,"Financial Services","Affluent Customer","No",21,"4498","Donald Crossing",2525,"NSW","Australia",10,"Low-Value",-34.4309563987843,150.851728178077,"45-54","Managerial",53128
"Ernesta Billany","F","1613",18,"Property","Mass Customer","No",19,"55433","Schmedeman Lane",2263,"NSW","Australia",8,"High-Value",-33.2575399661765,151.527607405928,"45-54","Administrative",43702
"Rebekah Dmych","F","861",73,"Financial Services","High Net Worth","No",17,"55","Hovde Parkway",3975,"VIC","Australia",8,"Low-Value",-38.051950925,145.249398982926,"45-54","Technical",51442
"Bart Eakle","M","576",98,"Retail","Mass Customer","Yes",7,"44","Bunting Parkway",2106,"NSW","Australia",10,"High-Value",-33.6564513552632,151.31815786009,"45-54","Administrative",50647
"Shelden Lorent","M","2688",53,"Property","Mass Customer","No",13,"22","Moulton Place",4878,"QLD","Australia",4,"Low-Value",-16.8364755593399,145.69736351993,"45-54","Technical",48042
"Sheila-kathryn Calton","F","5",56,"Manufacturing","Affluent Customer","Yes",8,"17979","Del Mar Point",2448,"NSW","Australia",4,"High-Value",-30.6056261915385,153.001557378774,"45-54","Other",38048
"Kinsley Klimus","M","757",91,"Financial Services","Mass Customer","No",18,"195","Knutson Place",4019,"QLD","Australia",8,"Mid-Value",-27.2557571857143,153.095633540423,"45-54","Other",49288
"Emmet Cristoforo","M","2444",22,"Manufacturing","High Net Worth","No",11,"8","Superior Court",3174,"VIC","Australia",5,"Mid-Value",-37.9730722160714,145.180364533191,"45-54","Other",42732
"Cam MacFadyen","M","2670",53,"Financial Services","High Net Worth","Yes",18,"6988","Waxwing Hill",4700,"QLD","Australia",3,"Low-Value",-23.3838026277778,150.507782527185,"45-54","Managerial",51000
"Tabbie Turone","M","2491",74,"Health","Mass Customer","No",14,"30624","John Wall Point",3101,"VIC","Australia",7,"Low-Value",-37.8012926885106,145.03520761726,"45-54","Technical",52960
"Pryce Larner","M","1728",41,"Financial Services","Affluent Customer","No",22,"0","Pierstorff Place",2770,"NSW","Australia",8,"Mid-Value",-33.7571859536543,150.814152072592,"45-54","Other",46224
"Freida Everil","F","428",0,"Health","High Net Worth","Yes",14,"8","Moland Pass",2065,"NSW","Australia",10,"Mid-Value",-33.8254618310602,151.200535088518,"45-54","Technical",73452
"Cammi Ambrogioni","F","2475",68,"Manufacturing","Mass Customer","No",20,"3","Talisman Place",4017,"QLD","Australia",5,"Mid-Value",-27.316013246057,153.048558541819,"45-54","Technical",53055
"Simonette Cressingham","F","2437",90,"Financial Services","Mass Customer","Yes",18,"2","Columbus Park",3075,"VIC","Australia",7,"Low-Value",-37.662253255,145.020341491704,"45-54","Managerial",44182
"Alix Gilliland","F","2036",11,"Property","Mass Customer","No",17,"18","Karstens Drive",2233,"NSW","Australia",10,"High-Value",-34.0646286349749,151.014058327628,"45-54","Other",56891
"Abbey Nellen","F","3409",75,"Argiculture","Mass Customer","No",16,"0","Ronald Regan Way",4870,"QLD","Australia",1,"Mid-Value",-16.9158819543093,145.756433862085,"45-54","Technical",45753
"Osgood Stolting","M","3025",27,"Financial Services","Mass Customer","Yes",9,"7609","Jackson Terrace",2155,"NSW","Australia",11,"Low-Value",-33.6963501305118,150.933886619322,"45-54","Technical",61221
"Jeff Goodere","M","2332",99,"Property","High Net Worth","Yes",10,"34","Eagan Avenue",2560,"NSW","Australia",6,"Mid-Value",-34.0862672238874,150.809804183538,"45-54","Technical",50249
"Gilburt","M","2894",91,"Financial Services","Mass Customer","Yes",22,"666","Holy Cross Parkway",4818,"QLD","Australia",4,"Mid-Value",-19.253840100715,146.68326146659,"45-54","Other",54655
"Windy Orehead","F","3036",24,"Property","Affluent Customer","Yes",11,"2","Grim Court",2168,"NSW","Australia",8,"Low-Value",-33.9135284625,150.877696297317,"45-54","Technical",46604
"Darill Mowday","M","2156",96,"Retail","Mass Customer","Yes",18,"13852","Burning Wood Terrace",2199,"NSW","Australia",1,"Low-Value",-33.90408827,151.024250040193,"45-54","Technical",44620
"Aundrea Reisenberg","F","1224",9,"Manufacturing","Mass Customer","No",16,"81","American Place",2259,"NSW","Australia",6,"Mid-Value",-33.2442879967153,151.455122978098,"45-54","Other",47220
"Launce Lording","M","1666",73,"Financial Services","Mass Customer","No",14,"17485","Tennyson Pass",2221,"NSW","Australia",10,"Low-Value",-33.9849356941176,151.10809252757,"45-54","Managerial",52000
"Hephzibah Cliffe","F","3009",11,"Health","High Net Worth","Yes",14,"72","Dennis Road",3805,"VIC","Australia",7,"Low-Value",-38.0088106818203,145.30570128213,"45-54","Other",48080
"Cathyleen Bern","F","411",84,"Financial Services","High Net Worth","No",12,"41605","Mitchell Street",2750,"NSW","Australia",8,"Low-Value",-33.7549817482385,150.678150439569,"45-54","Managerial",53466
"Chiquita Durnall","F","42",24,"Manufacturing","Mass Customer","No",18,"1","Claremont Park",3931,"VIC","Australia",10,"Low-Value",-38.2268174851852,145.049984098119,"45-54","Quantitative",47250
"Laurice Colgrave","F","302",32,"Health","Mass Customer","No",13,"0","Orin Place",4506,"QLD","Australia",7,"Low-Value",-27.11822125,152.943224096242,"45-54","Healthcare",44726
"Barney Tilling","M","2477",25,"Manufacturing","Affluent Customer","Yes",10,"9248","Sugar Terrace",2530,"NSW","Australia",9,"Mid-Value",-34.4860134172043,150.781151272685,"45-54","Technical",49813
"Adlai Fabry","M","1309",95,"Argiculture","Mass Customer","No",13,"515","Bunting Point",4115,"QLD","Australia",8,"Low-Value",-27.6257711400899,153.031703264423,"45-54","Managerial",50322
"Jessamine Butcher","F","2602",46,"Health","Mass Customer","No",3,"10","American Alley",2066,"NSW","Australia",12,"Mid-Value",-33.8096297036232,151.167748895846,"45-54","Technical",67091
"Vina Tackell","F","2641",71,"Manufacturing","Mass Customer","Yes",12,"52753","Logan Hill",2031,"NSW","Australia",12,"High-Value",-33.9155030186822,151.24522472049,"45-54","Technical",64202
"Samuel Stiff","M","764",40,"Financial Services","Mass Customer","Yes",22,"36","Helena Drive",4305,"QLD","Australia",1,"Low-Value",-27.6149785314002,152.753023296701,"45-54","Other",49540
"Benji O'Shirine","M","473",2,"Health","Mass Customer","Yes",20,"29","South Point",3111,"VIC","Australia",9,"Low-Value",-37.7878409061245,145.19085420775,"45-54","Other",49503
"Brittaney Pring","F","225",84,"Health","Affluent Customer","No",13,"682","Sheridan Avenue",2566,"NSW","Australia",9,"Mid-Value",-34.0245521928571,150.840027092552,"45-54","Healthcare",49474
"De Denington","F","322",19,"Financial Services","Mass Customer","Yes",11,"5","Schurz Place",4350,"QLD","Australia",6,"High-Value",-27.5667387088414,151.936658063843,"45-54","Other",47616
"Stanwood Troillet","M","1657",11,"Financial Services","Mass Customer","No",5,"4","Jay Court",2763,"NSW","Australia",9,"Mid-Value",-33.7286524113636,150.898138975756,"45-54","Technical",55336
"Renae Burns","F","1441",23,"Manufacturing","Affluent Customer","No",5,"53","Steensland Parkway",2773,"NSW","Australia",10,"Low-Value",-33.7644729088072,150.62434426049,"45-54","Managerial",59278
"Gabriellia Coulter","F","1940",52,"Manufacturing","High Net Worth","Yes",8,"1","Vernon Terrace",4226,"QLD","Australia",6,"Low-Value",-28.0674642099429,153.388284724039,"45-54","Other",45556
"Lydie Scholfield","F","2838",14,"Retail","High Net Worth","No",21,"50469","Shelley Avenue",4350,"QLD","Australia",8,"High-Value",-27.5667387088414,151.936658063843,"45-54","Administrative",47616
"Vale Whittuck","F","3424",39,"Manufacturing","Affluent Customer","Yes",11,"40047","Twin Pines Parkway",3806,"VIC","Australia",8,"Low-Value",-38.0362726072078,145.339344408016,"45-54","Technical",51172
"Harlin Parr","M","16",38,"Health","Mass Customer","Yes",18,"52","Moland Street",3331,"VIC","Australia",4,"Low-Value",-38.0381918973684,144.177195029534,"45-54","Managerial",51368
"Fleurette Whardley","F","824",97,"Financial Services","Affluent Customer","Yes",12,"9413","Holmberg Terrace",4127,"QLD","Australia",3,"High-Value",-27.622597985241,153.132888768268,"45-54","Other",49537
"Ephrayim Beville","M","1842",89,"Financial Services","Mass Customer","No",8,"9649","Cascade Way",2250,"NSW","Australia",8,"Low-Value",-33.4177301953368,151.32933541699,"45-54","Quantitative",48472
"Lonni Andrichak","F","1816",68,"Argiculture","Mass Customer","No",18,"3202","Ridge Oak Alley",4121,"QLD","Australia",9,"Mid-Value",-27.5240824584058,153.057271200721,"45-54","Other",57781
"Spike Thieme","M","387",34,"Financial Services","Mass Customer","No",22,"4604","Cordelia Drive",2144,"NSW","Australia",10,"Mid-Value",-33.8542065117647,151.026729220519,"45-54","Other",36022
"Reine Semken","F","993",71,"Argiculture","High Net Worth","No",17,"84019","Porter Trail",2871,"NSW","Australia",3,"High-Value",-33.3979696745763,147.966189840742,"45-54","Administrative",42830
"Cindie Naldrett","F","3161",71,"Financial Services","Mass Customer","Yes",4,"40","Erie Plaza",3138,"VIC","Australia",9,"Low-Value",-37.7832881611111,145.316258860462,"45-54","Technical",49058
"Neddy La Grange","M","3305",25,"Health","Mass Customer","Yes",11,"873","Ludington Plaza",2204,"NSW","Australia",10,"Mid-Value",-33.9050464526882,151.161542759147,"45-54","Technical",55495
"Roderich Mixer","M","3448",26,"Financial Services","High Net Worth","No",9,"6691","Lindbergh Drive",2147,"NSW","Australia",9,"High-Value",-33.7642819068182,150.93531962252,"45-54","Other",52880
"Kylen Gimson","F","2059",21,"Retail","High Net Worth","No",12,"2","Sommers Drive",3181,"VIC","Australia",10,"Low-Value",-37.8492267108491,144.99527656236,"45-54","Other",57515
"Moritz Brognot","M","2638",1,"IT","Mass Customer","Yes",15,"3","Forest Dale Lane",2100,"NSW","Australia",11,"Mid-Value",-33.7542331660873,151.256812550623,"45-54","Technical",53927
"Benton MacGragh","M","2522",42,"IT","High Net Worth","No",14,"9","Trailsway Court",2262,"NSW","Australia",9,"Mid-Value",-33.2229399545455,151.538625999599,"45-54","Technical",44485
"Courtney Meas","F","1451",32,"Argiculture","Mass Customer","Yes",16,"8","Mendota Plaza",2567,"NSW","Australia",9,"Mid-Value",-34.0428135076923,150.744314553532,"45-54","Other",55859
"Jeffry Slowly","M","1597",93,"Retail","Affluent Customer","No",14,"19","Derek Hill",2224,"NSW","Australia",10,"High-Value",-34.018222725,151.104102963188,"45-54","Healthcare",53780
"Olvan Loadwick","M","2770",24,"Manufacturing","High Net Worth","Yes",13,"3","Buena Vista Crossing",2444,"NSW","Australia",6,"High-Value",-31.4509541614951,152.885612911651,"45-54","Managerial",43660
"Avis","F","197",32,"Manufacturing","High Net Worth","No",5,"8890","Golden Leaf Street",2063,"NSW","Australia",12,"High-Value",-33.81053961,151.219543481677,"45-54","Administrative",66239
"Diane Busk","F","1752",92,"Financial Services","Mass Customer","No",17,"5","Huxley Point",2154,"NSW","Australia",10,"Mid-Value",-33.7425245745204,151.006944466203,"45-54","Other",57294
"Frederik Duckett","M","784",10,"IT","High Net Worth","Yes",22,"0","Valley Edge Plaza",3201,"VIC","Australia",6,"Low-Value",-38.097174385,145.180062152295,"45-54","Administrative",49007
"Maddy Aiskovitch","F","1299",72,"Telecommunications","Affluent Customer","No",12,"36072","Lakewood Gardens Court",4051,"QLD","Australia",8,"High-Value",-27.4260955404581,153.00350286664,"45-54","Managerial",59144
"Erik","M","2907",89,"Financial Services","High Net Worth","No",8,"0","Lakeland Pass",3195,"VIC","Australia",10,"Mid-Value",-38.0126813861348,145.104881110735,"45-54","Technical",55386
"Sibylle Cutsforth","F","1161",86,"Retail","Mass Customer","No",15,"386","Mayfield Way",4122,"QLD","Australia",7,"High-Value",-27.5428297870176,153.090436598411,"45-54","Technical",50528
"Kleon Pallatina","M","672",53,"Retail","High Net Worth","No",12,"618","Independence Pass",2800,"NSW","Australia",1,"Low-Value",-33.2817770723386,149.095264536381,"45-54","Managerial",49147
"Gilligan Mowat","F","1164",97,"Health","Mass Customer","Yes",17,"92867","Lukken Lane",3142,"VIC","Australia",9,"Low-Value",-37.8416555015152,145.015379478462,"45-54","Healthcare",53508
"Cecilia Chipchase","F","820",12,"Financial Services","High Net Worth","No",16,"58047","Westport Road",2040,"NSW","Australia",12,"High-Value",-33.8835512152752,151.151847044531,"45-54","Other",69403
"Moyra Mount","F","2745",8,"Manufacturing","Mass Customer","Yes",18,"198","Garrison Pass",2767,"NSW","Australia",8,"Low-Value",-33.7663539035714,150.871047304662,"45-54","Technical",52064
"Sybila Enefer","F","1932",98,"Entertainment","Affluent Customer","Yes",3,"8318","Continental Alley",3175,"VIC","Australia",7,"Low-Value",-38.010267383586,145.198145076446,"45-54","Other",42250
"Cathrin Rosencrantz","F","3369",90,"Manufacturing","Mass Customer","No",10,"7234","Dawn Alley",4670,"QLD","Australia",1,"Mid-Value",-24.8848942022738,152.427910754162,"45-54","Other",42581
"Amble Tandy","M","2678",33,"Health","Mass Customer","No",11,"59","Hoepker Lane",3191,"VIC","Australia",11,"Low-Value",-37.9549319789062,145.015443871413,"45-54","Other",59761
"Holly-anne Hamman","F","1860",4,"Manufacturing","Mass Customer","Yes",17,"52425","Prairie Rose Road",4500,"QLD","Australia",6,"High-Value",-27.3137627571681,152.981263107015,"45-54","Technical",51356
"Leona Phateplace","F","235",30,"Health","Mass Customer","No",15,"98","Service Court",2018,"NSW","Australia",8,"High-Value",-33.9165152321429,151.204951739224,"45-54","Other",53278
"Dorrie Meaden","F","2661",59,"Financial Services","High Net Worth","Yes",12,"17","South Crossing",2770,"NSW","Australia",7,"High-Value",-33.7571859536543,150.814152072592,"45-54","Managerial",46224
"Tiphani Fritz","F","3155",88,"IT","Affluent Customer","Yes",21,"5323","Chive Avenue",2486,"NSW","Australia",7,"Mid-Value",-28.2180177,153.488297414627,"45-54","Administrative",43327
"Bendix Olivella","M","1801",48,"Manufacturing","Affluent Customer","No",21,"95465","Union Plaza",4055,"QLD","Australia",7,"Mid-Value",-27.408081697118,152.92417919069,"45-54","Administrative",57998
"Sharl Wiggin","F","675",37,"Financial Services","Mass Customer","Yes",17,"99","Cascade Crossing",2048,"NSW","Australia",12,"High-Value",-33.8939715230769,151.164672894548,"45-54","Administrative",63138
"Daron","F","1756",92,"Manufacturing","High Net Worth","No",7,"8","Armistice Circle",3977,"VIC","Australia",6,"Low-Value",-38.0955446155503,145.266612213336,"45-54","Other",49058
"Vernen Hakonsen","M","2718",69,"Health","High Net Worth","Yes",14,"662","Ludington Court",3228,"VIC","Australia",9,"Low-Value",-38.3411923105178,144.298791737932,"45-54","Technical",48687
"Brock Ride","M","3392",41,"Financial Services","Mass Customer","No",10,"28","Superior Center",2131,"NSW","Australia",11,"Low-Value",-33.8844607836198,151.129075405544,"45-54","Quantitative",46617
"Cathy Parmley","F","2028",25,"Retail","Affluent Customer","Yes",18,"2228","Steensland Terrace",2148,"NSW","Australia",8,"Mid-Value",-33.7746678359649,150.902494340217,"45-54","Managerial",49140
"Alwin Cuberley","M","2317",97,"Health","Mass Customer","Yes",16,"8475","Shoshone Park",3116,"VIC","Australia",9,"Mid-Value",-37.7641652355263,145.306435915913,"45-54","Quantitative",49169
"Geoff Assaf","M","25",72,"Financial Services","Mass Customer","Yes",21,"28","5th Center",4413,"QLD","Australia",3,"High-Value",-26.7405276916667,150.625025376891,"45-54","Administrative",49813
"Saraann Gilliard","F","2702",34,"Manufacturing","Affluent Customer","Yes",11,"8598","Nova Parkway",2758,"NSW","Australia",9,"High-Value",-33.4885706044218,150.723453279252,"45-54","Technical",53602
"Valaria Hugh","F","1418",80,"IT","Affluent Customer","Yes",21,"8","Veith Alley",2750,"NSW","Australia",5,"Mid-Value",-33.7549817482385,150.678150439569,"45-54","Other",53466
"Sharia Allkins","F","2811",29,"Property","Mass Customer","No",22,"32","Banding Center",2141,"NSW","Australia",9,"Mid-Value",-33.861467945871,151.043922307641,"45-54","Other",42130
"Penn Burkinshaw","M","395",28,"Retail","High Net Worth","Yes",9,"3","Valley Edge Trail",3444,"VIC","Australia",7,"Mid-Value",-37.2461190176306,144.454904192605,"45-54","Other",46678
"Dev Caghan","M","1848",22,"Manufacturing","Mass Customer","No",9,"1714","Claremont Center",2474,"NSW","Australia",3,"Mid-Value",-28.5328512801587,152.956482307684,"45-54","Managerial",38696
"Tull Godehard.sf","M","1787",2,"Retail","High Net Worth","Yes",13,"79427","Hudson Trail",3677,"VIC","Australia",1,"High-Value",-36.3574869467742,146.315838898128,"45-54","Administrative",43820
"Basilius Spieck","M","717",65,"Manufacturing","Mass Customer","Yes",11,"37","Banding Avenue",2567,"NSW","Australia",9,"High-Value",-34.0428135076923,150.744314553532,"45-54","Managerial",55859
"Stacy Pozzi","M","778",24,"Manufacturing","High Net Worth","No",13,"90","New Castle Trail",2137,"NSW","Australia",9,"Low-Value",-33.8535504297297,151.103234411333,"45-54","Administrative",58719
"Odele Blackmore","F","3174",67,"Financial Services","Affluent Customer","No",9,"40","Brown Trail",2040,"NSW","Australia",12,"Mid-Value",-33.8835512152752,151.151847044531,"45-54","Other",69403
"Clementius Hambric","M","924",33,"Property","Affluent Customer","No",13,"57953","Drewry Street",2518,"NSW","Australia",10,"Low-Value",-34.3788382768851,150.904914289718,"45-54","Technical",49773
"Marlee Brundle","F","3184",2,"Manufacturing","Affluent Customer","Yes",7,"696","Harbort Junction",2196,"NSW","Australia",10,"Mid-Value",-33.928075563242,151.052460633086,"45-54","Technical",44116
"Lynnelle Comettoi","F","522",64,"IT","Affluent Customer","Yes",16,"75790","Towne Avenue",4221,"QLD","Australia",9,"Mid-Value",-28.1192165642765,153.469528562055,"45-54","Technical",45552
"Kara-lynn Doddridge","F","1035",77,"Retail","Affluent Customer","Yes",5,"6","Kedzie Hill",2214,"NSW","Australia",9,"High-Value",-33.9384666428571,150.985185503574,"45-54","Other",52878
"Brendan Aird","M","3337",58,"Argiculture","Mass Customer","Yes",16,"6933","Leroy Parkway",4209,"QLD","Australia",4,"High-Value",-27.858597384913,153.290702728754,"45-54","Quantitative",47170
"Hedi Mowday","F","3484",10,"Financial Services","High Net Worth","Yes",20,"3","Butterfield Trail",4519,"QLD","Australia",6,"Mid-Value",-26.8572211875,152.966517785914,"45-54","Managerial",43812
"Venus Sketch","F","1805",90,"Financial Services","Mass Customer","No",12,"31","Eastwood Circle",2460,"NSW","Australia",3,"Low-Value",-29.6724685704144,152.861638443822,"45-54","Technical",42249
"Chad","F","1712",63,"Health","High Net Worth","Yes",7,"62","Mallard Avenue",3437,"VIC","Australia",7,"Low-Value",-37.49337755,144.591782299938,"45-54","Other",55544
"Lemmy Bennit","M","1119",43,"Entertainment","Mass Customer","Yes",19,"2273","Oneill Place",2118,"NSW","Australia",11,"Low-Value",-33.7820597050026,151.03366811285,"45-54","Administrative",50888
"Bonnee Farley","F","3147",21,"Retail","Affluent Customer","Yes",17,"502","John Wall Pass",3199,"VIC","Australia",7,"High-Value",-38.1523235947475,145.139283061909,"45-54","Technical",48111
"Thorny Hackworth","M","204",56,"Financial Services","Mass Customer","No",5,"4","Londonderry Lane",3084,"VIC","Australia",10,"High-Value",-37.747370664711,145.071943174237,"45-54","Other",54746
"Leontyne Simpkiss","F","364",96,"Financial Services","Affluent Customer","No",11,"18264","Maryland Way",4217,"QLD","Australia",9,"High-Value",-28.0032955533294,153.413825747227,"45-54","Technical",38906
"Hilario Ramsdell","M","2140",59,"Telecommunications","High Net Worth","No",21,"47336","Garrison Court",4670,"QLD","Australia",1,"Low-Value",-24.8848942022738,152.427910754162,"45-54","Other",42581
"Ferd Chominski","M","3181",39,"Financial Services","High Net Worth","No",6,"26","Randy Road",2642,"NSW","Australia",2,"High-Value",-35.7587697941176,147.337113579225,"45-54","Other",43662
"Bearnard Letixier","M","3156",23,"Financial Services","Mass Customer","No",4,"63663","Darwin Crossing",2565,"NSW","Australia",10,"High-Value",-33.9913701865385,150.859545042055,"45-54","Technical",51159
"Wolfgang Raffles","M","3215",14,"Financial Services","Mass Customer","Yes",7,"743","Karstens Point",2122,"NSW","Australia",11,"Mid-Value",-33.7856889627496,151.087344440514,"45-54","Managerial",49798
"Joelle Prior","F","635",78,"Manufacturing","Mass Customer","Yes",9,"165","Petterle Place",2145,"NSW","Australia",8,"Mid-Value",-33.8133842931533,150.955551059031,"45-54","Technical",53591
"Gregorius Cockram","M","2128",31,"Property","Affluent Customer","Yes",16,"42","Saint Paul Parkway",2769,"NSW","Australia",10,"High-Value",-33.7059461722222,150.901315826474,"45-54","Other",67801
"Tedmund Plumm","M","2832",9,"Telecommunications","Mass Customer","Yes",9,"92610","Sutherland Place",3140,"VIC","Australia",8,"High-Value",-37.7584327618243,145.350588760722,"45-54","Administrative",47984
"Milissent Deinert","F","2856",53,"Financial Services","Mass Customer","Yes",13,"57","Village Green Center",2077,"NSW","Australia",10,"High-Value",-33.6980445928744,151.104008512776,"45-54","Managerial",55235
"Mercy Wilsone","F","637",60,"Health","High Net Worth","No",13,"9427","Tennyson Plaza",2759,"NSW","Australia",8,"High-Value",-33.7992847606085,150.79264970355,"45-54","Healthcare",53438
"Gracia McAteer","F","2173",27,"IT","Mass Customer","Yes",22,"5","Dixon Junction",2340,"NSW","Australia",2,"Low-Value",-31.1317849526171,150.931990112746,"45-54","Technical",46447
"Brad Tenman","M","2555",43,"Health","Affluent Customer","No",11,"48","Lighthouse Bay Point",2430,"NSW","Australia",7,"High-Value",-31.9304251664557,152.505624541143,"45-54","Healthcare",40911
"Tessi Hesse","F","274",66,"Health","Mass Customer","Yes",14,"32062","Oak Terrace",3205,"VIC","Australia",8,"Low-Value",-37.8326146048193,144.962370054134,"45-54","Other",61408
"Fonz Jankin","M","1591",4,"Manufacturing","Mass Customer","Yes",14,"54","Veith Drive",2073,"NSW","Australia",12,"High-Value",-33.7477267029412,151.13706493915,"45-54","Other",62724
"Diannne Teager","F","1577",87,"Manufacturing","High Net Worth","No",10,"6","Hallows Pass",2118,"NSW","Australia",11,"High-Value",-33.7820597050026,151.03366811285,"45-54","Technical",50888
"Lisetta","F","3052",72,"Property","Mass Customer","No",18,"75","Hansons Alley",2260,"NSW","Australia",9,"Low-Value",-33.4295432767857,151.431823256636,"45-54","Other",49358
"Kessia Helder","F","163",58,"Entertainment","High Net Worth","Yes",14,"65105","Sommers Pass",3016,"VIC","Australia",10,"Low-Value",-37.8607518,144.895448683512,"45-54","Other",59379
"Corissa Zienkiewicz","F","1013",53,"Retail","High Net Worth","No",17,"495","Elmside Drive",2179,"NSW","Australia",8,"Low-Value",-33.9610839181818,150.804015454385,"45-54","Administrative",50000
"Benny Jammet","F","1737",21,"Property","Affluent Customer","Yes",13,"33006","Petterle Trail",4121,"QLD","Australia",8,"Mid-Value",-27.5240824584058,153.057271200721,"45-54","Technical",57781
"Ryon Elsay","M","3240",90,"Retail","Mass Customer","Yes",6,"3","Pepper Wood Point",2760,"NSW","Australia",8,"High-Value",-33.7559696774725,150.778536826156,"45-54","Managerial",50947
"Barbara Croxley","F","243",94,"Manufacturing","High Net Worth","Yes",14,"2914","Vahlen Lane",2250,"NSW","Australia",8,"Mid-Value",-33.4177301953368,151.32933541699,"45-54","Other",48472
"Karlen Iacovacci","F","2994",26,"Manufacturing","Mass Customer","Yes",18,"5","Shelley Pass",2763,"NSW","Australia",8,"High-Value",-33.7286524113636,150.898138975756,"45-54","Quantitative",55336
"Bevvy Siegertsz","F","782",30,"Manufacturing","Mass Customer","No",17,"36744","Birchwood Center",4019,"QLD","Australia",3,"Mid-Value",-27.2557571857143,153.095633540423,"45-54","Technical",49288
"Lena Cronshaw","F","2243",76,"Financial Services","Affluent Customer","Yes",7,"4488","Amoth Parkway",2036,"NSW","Australia",8,"Low-Value",-33.9687433573679,151.234818968302,"45-54","Technical",54563
"Andrey Conre","M","1308",34,"Manufacturing","Affluent Customer","Yes",18,"32","Vidon Point",4118,"QLD","Australia",7,"High-Value",-27.6623639442857,153.018341358523,"45-54","Managerial",48945
"Cammie Edridge","F","3251",95,"Financial Services","High Net Worth","Yes",8,"11","Mifflin Junction",2193,"NSW","Australia",10,"High-Value",-33.9121510947096,151.120812641441,"45-54","Technical",52153
"Celie Guyers","F","2420",10,"Financial Services","High Net Worth","No",16,"290","Jay Drive",4210,"QLD","Australia",3,"Low-Value",-27.939794936,153.295392428049,"45-54","Quantitative",49758
"Jeremiah Wasling","M","341",10,"Financial Services","Mass Customer","No",5,"3","Lyons Road",2759,"NSW","Australia",8,"Low-Value",-33.7992847606085,150.79264970355,"45-54","Technical",53438
"Salvidor Renzo","M","375",13,"Manufacturing","Mass Customer","Yes",7,"953","Eliot Crossing",2166,"NSW","Australia",9,"Low-Value",-33.8934230151607,150.939032399098,"45-54","Technical",41342
"Lexis Deason","F","2596",51,"Manufacturing","Affluent Customer","Yes",13,"33782","Doe Crossing Terrace",2280,"NSW","Australia",7,"Mid-Value",-33.0243177092593,151.659302936277,"45-54","Administrative",48399
"Guillermo Kolakovic","M","2062",67,"Retail","Mass Customer","No",18,"9","Roth Park",4104,"QLD","Australia",7,"Mid-Value",-27.514608380346,153.011124580434,"45-54","Other",53894
"Tobit","M","2912",60,"Financial Services","High Net Worth","No",4,"7916","Clyde Gallagher Place",2075,"NSW","Australia",11,"Mid-Value",-33.7245733836491,151.161163455443,"45-54","Technical",61904
"Stephana Puzey","F","1102",16,"Manufacturing","Affluent Customer","No",15,"4","Barby Road",2647,"NSW","Australia",3,"High-Value",-35.9858284921053,146.007603534628,"45-54","Managerial",41916
"Tina Riggulsford","F","3123",71,"Health","High Net Worth","No",20,"6915","Nobel Crossing",2195,"NSW","Australia",6,"High-Value",-33.9190878092765,151.075019072605,"45-54","Other",39100
"Kippy Heater","F","2695",88,"Manufacturing","Mass Customer","Yes",19,"718","Fair Oaks Point",2068,"NSW","Australia",12,"High-Value",-33.79891372,151.201169683081,"45-54","Quantitative",66413
"Sayres Duthie","M","437",24,"Manufacturing","Affluent Customer","Yes",17,"91","Porter Pass",3064,"VIC","Australia",7,"Mid-Value",-37.5844135765066,144.932992711957,"45-54","Other",48045
"Nomi Bushell","F","2629",60,"Entertainment","High Net Worth","No",19,"2","Beilfuss Plaza",2000,"NSW","Australia",9,"Mid-Value",-33.869620898817,151.20726142161,"45-54","Technical",28090
"Adelaida Redmond","F","607",55,"Health","Mass Customer","No",15,"164","Canary Drive",2041,"NSW","Australia",11,"Mid-Value",-33.8537149189655,151.181740408228,"45-54","Other",77097
"Friederike Bestar","F","384",70,"Financial Services","Affluent Customer","No",17,"201","Randy Parkway",3033,"VIC","Australia",7,"Mid-Value",-37.7368622271003,144.87000295392,"45-54","Quantitative",52713
"Winni Cana","F","1391",62,"Retail","High Net Worth","No",12,"220","Mitchell Place",3099,"VIC","Australia",9,"Low-Value",-37.637779537037,145.198214761456,"45-54","Administrative",48076
