"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Recency","Frequency","Monetary","RFM_Score","Target"
"Hadria Pizer","F",45,3465,71,"Chemical Engineer","Manufacturing","High Net Worth","Yes",7,"6221","Monica Plaza",2095,"NSW","Australia",12,2253,10,4946.67,244,"Mid-Value"
"Melonie Zisneros","F",45,634,35,"Speech Pathologist","Manufacturing","Mass Customer","No",15,"4","Namekagon Pass",2326,"NSW","Australia",3,2198,7,2853.18,433,"High-Value"
"Pepito Lamming","M",45,884,11,"Web Designer IV","Property","Mass Customer","No",17,"6419","Dayton Junction",3191,"VIC","Australia",10,2182,5,2770.85,422,"High-Value"
"Glynnis Sailor","F",45,1103,76,"Financial Advisor","Financial Services","High Net Worth","Yes",20,"258","Luster Court",2154,"NSW","Australia",10,2213,12,7367.88,344,"High-Value"
"Analiese Grimsditch","F",45,1663,68,"VP Quality Control","Property","High Net Worth","Yes",9,"1041","Center Road",2155,"NSW","Australia",10,2194,6,2991.52,433,"High-Value"
"Damien Bartczak","M",45,2124,17,"Marketing Assistant","Retail","High Net Worth","No",18,"34","Vidon Way",3037,"VIC","Australia",8,2238,6,3900.32,233,"Mid-Value"
"Alidia Petyankin","F",45,2157,52,"Community Outreach Specialist","Property","Mass Customer","No",19,"735","Eastlawn Place",4160,"QLD","Australia",8,2342,2,338.85,111,"Low-Value"
"Krystle Jovicevic","F",45,2463,54,"Pharmacist","Health","Mass Customer","No",12,"22","Hayes Center",3156,"VIC","Australia",10,2245,8,5972.62,244,"Mid-Value"
"Fredrika Kleinmintz","F",45,3146,79,"Project Manager","Property","Mass Customer","No",15,"7084","Mallory Center",2428,"NSW","Australia",5,2235,8,6856.09,244,"Mid-Value"
"Freemon Perago","M",45,1394,50,"Registered Nurse","Health","Mass Customer","Yes",8,"6","Northfield Point",3140,"VIC","Australia",9,2352,4,1796.62,112,"Low-Value"
"Madelaine Siegertsz","F",45,1579,40,"Desktop Support Technician","Financial Services","Affluent Customer","Yes",17,"82","Hanover Avenue",2101,"NSW","Australia",10,2221,10,8102.62,344,"High-Value"
"Dennie Eunson","M",45,424,77,"Research Nurse","Health","High Net Worth","No",9,"3","Annamark Avenue",3150,"VIC","Australia",11,2255,7,4525.19,234,"Mid-Value"
"Nert Muglestone","F",45,1904,60,"Technical Writer","IT","High Net Worth","Yes",14,"7450","Prairie Rose Drive",2868,"NSW","Australia",1,2248,3,1604.73,211,"Low-Value"
"Horacio Peyntue","M",45,1280,71,"Marketing Assistant","Manufacturing","High Net Worth","Yes",15,"55","Hauk Court",4350,"QLD","Australia",7,2287,4,2799.42,113,"Low-Value"
"Rea Hasser","F",45,76,20,"Statistician II","Retail","High Net Worth","Yes",18,"439","Ridgeway Court",4213,"QLD","Australia",9,2182,8,2868.16,443,"High-Value"
"Tatiania O'Kane","F",45,409,84,"Executive Secretary","Health","Mass Customer","Yes",13,"8","Monterey Plaza",2066,"NSW","Australia",9,2194,4,2267.84,412,"High-Value"
"Max Gronaver","F",45,980,19,"Registered Nurse","Health","Mass Customer","No",8,"26204","Monument Alley",2289,"NSW","Australia",8,2358,4,2640.55,112,"Low-Value"
"Guthrie MacAne","M",45,2011,68,"VP Sales","Manufacturing","High Net Worth","Yes",12,"5","Loftsgordon Avenue",2068,"NSW","Australia",12,2496,3,560.48,111,"Low-Value"
"Darby Shailer","F",45,1852,22,"Research Associate","Manufacturing","Affluent Customer","No",18,"14","Westport Pass",3029,"VIC","Australia",6,2278,5,4641.27,124,"Low-Value"
"Kaleb Eslemont","M",45,3085,91,"Accountant IV","Manufacturing","Affluent Customer","No",5,"52","Steensland Place",3910,"VIC","Australia",8,2206,4,1493.41,311,"Mid-Value"
"Karney Labrone","M",45,2336,59,"Dental Hygienist","Health","Affluent Customer","No",17,"366","Hovde Park",2566,"NSW","Australia",8,2255,9,5853.82,244,"Mid-Value"
"Pascal Veronique","M",45,1845,34,"General Manager","Financial Services","Mass Customer","No",6,"4","Sunnyside Crossing",2125,"NSW","Australia",12,2202,7,4572.89,334,"Mid-Value"
"Stormie Smyth","F",45,1827,92,"Sales Representative","Retail","Affluent Customer","Yes",18,"6395","Anthes Hill",4504,"QLD","Australia",4,2219,4,2549.58,312,"Mid-Value"
"Francesco Wasson","M",45,1582,32,"Office Assistant III","Property","Mass Customer","No",4,"85301","John Wall Road",2101,"NSW","Australia",11,2236,5,1914.2,222,"Mid-Value"
"Tome Tyt","M",45,844,13,"Nurse Practicioner","Financial Services","High Net Worth","No",9,"69","Hovde Plaza",2680,"NSW","Australia",5,2212,9,4730.32,344,"High-Value"
"Elton Piggford","M",45,2487,92,"Operator","IT","Affluent Customer","Yes",14,"34797","Londonderry Trail",3806,"VIC","Australia",7,2279,4,2180.75,112,"Low-Value"
"Adaline Hayles","F",45,1468,37,"Financial Advisor","Financial Services","Mass Customer","No",22,"45725","Hagan Pass",2519,"NSW","Australia",9,2290,6,3450.06,133,"Low-Value"
"Winna Brusle","F",45,3065,88,"Recruiter","Financial Services","High Net Worth","Yes",13,"8303","Mallard Center",2234,"NSW","Australia",11,2186,5,1367.38,421,"High-Value"
"Frederico Spearman","M",45,3289,43,"Assistant Manager","Property","Mass Customer","No",12,"8107","Coolidge Pass",2075,"NSW","Australia",12,2250,5,3476.23,223,"Mid-Value"
"Dennie L' Anglois","M",45,1079,70,"Nurse Practicioner","Manufacturing","Mass Customer","No",18,"2827","Fallview Lane",2064,"NSW","Australia",9,2198,4,2306.99,412,"High-Value"
"Delores Ashcroft","F",46,2874,97,"Nuclear Power Engineer","Manufacturing","Affluent Customer","No",18,"8","Monterey Avenue",3043,"VIC","Australia",7,2241,11,7910.31,244,"Mid-Value"
"Worden Fossitt","M",46,862,83,"Information Systems Manager","Argiculture","High Net Worth","Yes",16,"36903","Reinke Trail",3147,"VIC","Australia",10,2235,1,309.81,211,"Low-Value"
"Kara-lynn Bims","F",46,3444,75,"Nurse Practicioner","Manufacturing","Affluent Customer","No",7,"672","Crowley Place",3043,"VIC","Australia",8,2220,2,1447.98,311,"Mid-Value"
"Mala","F",46,251,88,"VP Sales","Financial Services","Affluent Customer","Yes",10,"4","Fallview Trail",2749,"NSW","Australia",8,2219,4,1210,311,"Mid-Value"
"Cordie Petrelli","M",46,262,97,"Recruiting Manager","Health","High Net Worth","Yes",10,"42067","Duke Terrace",2031,"NSW","Australia",10,2191,5,2117.86,422,"High-Value"
"Tito Brash","M",46,1799,81,"Statistician I","Manufacturing","Affluent Customer","No",17,"23","Thackeray Lane",2070,"NSW","Australia",12,2233,4,2073.85,212,"Low-Value"
"Stavros Hazelby","M",46,2092,14,"Safety Technician IV","Manufacturing","High Net Worth","No",18,"949","Marquette Avenue",3028,"VIC","Australia",7,2197,5,3651.03,423,"High-Value"
"Gertruda Shrimpling","F",46,2230,53,"Web Designer IV","Manufacturing","Mass Customer","No",19,"581","Granby Parkway",3025,"VIC","Australia",8,2246,7,3119.58,233,"Mid-Value"
"Louisette Cullimore","F",46,2662,53,"Accountant IV","Property","Mass Customer","Yes",16,"648","Rigney Pass",2460,"NSW","Australia",2,2243,9,6500.3,244,"Mid-Value"
"Burk Walczak","M",46,3382,90,"Business Systems Development Analyst","Manufacturing","High Net Worth","No",10,"40","Sauthoff Circle",3129,"VIC","Australia",10,2200,10,4222.77,344,"High-Value"
"Sheena O'Duggan","F",46,440,46,"Business Systems Development Analyst","Telecommunications","Mass Customer","No",10,"1693","Artisan Hill",2259,"NSW","Australia",6,2192,8,2481.19,442,"High-Value"
"Leisha Signoret","F",46,1347,14,"Help Desk Operator","Manufacturing","Mass Customer","Yes",14,"9","Logan Drive",3620,"VIC","Australia",2,2272,6,3745.36,133,"Low-Value"
"Amalee Sanderson","F",46,3487,4,"Analyst Programmer","Health","High Net Worth","No",18,"30011","Manufacturers Hill",3146,"VIC","Australia",9,2191,3,1837.75,412,"High-Value"
"Jay Prue","M",46,2618,85,"Administrative Assistant IV","Manufacturing","Mass Customer","No",4,"2271","Fordem Plaza",2780,"NSW","Australia",8,2188,10,3007.93,443,"High-Value"
"Carmela Jesper","F",46,350,47,"Clinical Specialist","Health","Mass Customer","Yes",9,"1826","Hazelcrest Park",3087,"VIC","Australia",9,2185,6,1008.71,431,"High-Value"
"Caryl Clara","M",46,1625,20,"Information Systems Manager","Property","Mass Customer","Yes",10,"2","Southridge Crossing",2763,"NSW","Australia",8,2190,8,8499.59,444,"High-Value"
"Jedd Spiby","M",46,264,31,"Technical Writer","Health","Mass Customer","No",11,"454","Green Ridge Avenue",2176,"NSW","Australia",10,2229,4,1025.3,211,"Low-Value"
"Clyve Starmont","M",46,2819,63,"Executive Secretary","Manufacturing","Affluent Customer","No",14,"4","American Ash Circle",2211,"NSW","Australia",10,2343,4,2500.31,112,"Low-Value"
"Rafe Antoniak","M",46,3176,60,"Physical Therapy Assistant","Entertainment","Affluent Customer","No",16,"3","Tomscot Place",3756,"VIC","Australia",4,2205,9,2701.29,342,"High-Value"
"Kim Skpsey","F",46,24,55,"Research Assistant I","Argiculture","Mass Customer","Yes",15,"3","Cordelia Plaza",2153,"NSW","Australia",10,2198,7,3689.35,433,"High-Value"
"Shirleen Shelsher","F",46,2790,16,"Account Representative IV","Retail","High Net Worth","Yes",20,"942","Elmside Street",2763,"NSW","Australia",8,2258,3,903.66,211,"Low-Value"
"Alejandro Shakelade","M",46,3458,35,"Web Developer III","Manufacturing","High Net Worth","Yes",19,"7","Center Circle",2096,"NSW","Australia",9,2289,3,1740.37,111,"Low-Value"
"Kevan Kubal","M",46,695,36,"Engineer II","Health","High Net Worth","No",11,"2","Bartelt Center",2745,"NSW","Australia",8,2197,8,4659,444,"High-Value"
"Shaun Murphey","M",46,832,30,"Research Assistant IV","Retail","Mass Customer","No",14,"44997","Anniversary Way",4114,"QLD","Australia",3,2198,11,8366.15,444,"High-Value"
"Dawn Yakovitch","F",46,2654,83,"Tax Accountant","Telecommunications","Mass Customer","No",13,"30","Parkside Terrace",2210,"NSW","Australia",10,2289,9,5504.95,144,"Low-Value"
"Vaughan McCromley","M",46,761,12,"Media Manager II","Health","Affluent Customer","Yes",4,"7101","Gulseth Hill",2293,"NSW","Australia",9,2326,5,1896.39,122,"Low-Value"
"Lek Viel","M",46,2968,38,"Human Resources Assistant III","Retail","High Net Worth","No",16,"8","Glendale Terrace",4014,"QLD","Australia",8,2352,7,1644.27,131,"Low-Value"
"Linell","F",46,3447,43,"Paralegal","Financial Services","High Net Worth","No",17,"82591","Fallview Hill",3021,"VIC","Australia",8,2264,10,3893.06,243,"Mid-Value"
"Julee Janovsky","F",46,285,3,"Community Outreach Specialist","Manufacturing","Mass Customer","No",12,"58","Parkside Hill",2117,"NSW","Australia",12,2188,6,2626.74,432,"High-Value"
"Witty Lauthian","M",46,1665,48,"Quality Engineer","Telecommunications","Mass Customer","No",11,"816","Gale Pass",2261,"NSW","Australia",7,2249,7,3302.05,233,"Mid-Value"
"Filberte Godmer","M",46,1539,3,"Account Executive","Health","Mass Customer","Yes",16,"193","Bluejay Hill",2160,"NSW","Australia",9,2246,8,3479.18,243,"Mid-Value"
"Emmerich Tinkler","M",46,1274,12,"Mechanical Systems Engineer","Manufacturing","Mass Customer","No",20,"1075","Raven Place",4512,"QLD","Australia",7,2195,9,3532.37,443,"High-Value"
"Emmy Lumbly","M",46,1304,23,"Administrative Assistant III","Financial Services","High Net Worth","No",11,"16039","Warrior Parkway",4130,"QLD","Australia",7,2184,6,2321.06,432,"High-Value"
"Rhetta Kupker","F",46,994,62,"Librarian","Entertainment","Affluent Customer","Yes",5,"64211","Laurel Alley",3141,"VIC","Australia",10,2223,5,2069.64,322,"Mid-Value"
"Lisle Yokel","M",46,1831,58,"Social Worker","Health","Mass Customer","No",15,"16405","Doe Crossing Parkway",3630,"VIC","Australia",3,2346,8,2147.3,142,"Low-Value"
"Bondie Letty","M",46,226,96,"Database Administrator IV","Manufacturing","Mass Customer","No",20,"4139","Delladonna Place",2519,"NSW","Australia",7,2297,2,1173.86,111,"Low-Value"
"Holmes Benkin","M",46,1507,97,"Assistant Professor","Manufacturing","High Net Worth","Yes",22,"4","Maywood Court",2228,"NSW","Australia",10,2197,3,3023.26,413,"High-Value"
"Lurette Stonnell","F",46,36,33,"VP Quality Control","Property","Affluent Customer","No",22,"78","Del Sol Hill",2535,"NSW","Australia",8,2344,2,204.36,111,"Low-Value"
"Crawford Dreini","M",46,1340,16,"Statistician I","Property","High Net Worth","No",18,"5061","Cottonwood Trail",3765,"VIC","Australia",7,2209,8,2120.42,342,"High-Value"
"Sherman Gullen","M",46,1840,22,"Staff Scientist","Argiculture","High Net Worth","Yes",20,"769","Banding Avenue",2151,"NSW","Australia",10,2279,7,2259.16,132,"Low-Value"
"Paddie Grunder","M",46,1962,13,"Sales Representative","Retail","Mass Customer","Yes",22,"29","Hansons Crossing",2318,"NSW","Australia",4,2274,2,758.69,111,"Low-Value"
"Margette Vidyapin","F",46,2796,52,"Web Designer II","Manufacturing","Mass Customer","No",9,"149","Browning Terrace",2343,"NSW","Australia",2,2189,7,3816.43,433,"High-Value"
"Augy Rudall","M",46,3027,83,"Research Nurse","Health","Mass Customer","Yes",5,"7046","Fairview Place",4510,"QLD","Australia",3,2212,5,1393.66,321,"Mid-Value"
"Josey Alves","F",46,3371,56,"Analyst Programmer","Retail","Mass Customer","No",17,"805","Division Plaza",4165,"QLD","Australia",4,2222,9,4677.69,344,"High-Value"
"Rahal Woodman","F",46,1674,97,"Civil Engineer","Manufacturing","High Net Worth","No",20,"54","Bowman Park",2031,"NSW","Australia",10,2229,5,160.73,221,"Low-Value"
"Karalee Tremlett","F",46,2403,41,"Technical Writer","Financial Services","Affluent Customer","No",12,"544","Northland Place",2190,"NSW","Australia",10,2331,5,965.85,121,"Low-Value"
"Matthew Petschelt","M",46,650,81,"Assistant Manager","Health","Mass Customer","No",13,"9892","Dennis Alley",2565,"NSW","Australia",7,2231,6,2904.69,233,"Mid-Value"
"Nevsa Washtell","F",46,809,83,"Biostatistician III","Health","Mass Customer","No",18,"2","Autumn Leaf Plaza",2137,"NSW","Australia",8,2226,4,492.74,311,"Mid-Value"
"Avrom Clougher","M",46,1479,25,"Help Desk Technician","Argiculture","Mass Customer","No",21,"76","Norway Maple Drive",4509,"QLD","Australia",6,2250,5,2530.6,222,"Mid-Value"
"Neda Longfellow","F",46,1869,73,"Geologist IV","Financial Services","High Net Worth","Yes",9,"765","6th Plaza",4226,"QLD","Australia",7,2222,4,1623.43,311,"Mid-Value"
"Ottilie Filkov","F",46,2977,28,"Community Outreach Specialist","Financial Services","Affluent Customer","No",18,"338","Oakridge Crossing",3030,"VIC","Australia",4,2190,5,1936.24,422,"High-Value"
"Marve Pryn","M",46,261,74,"Structural Engineer","Manufacturing","Mass Customer","No",8,"7","Eastlawn Street",2346,"NSW","Australia",1,2231,9,4033.15,243,"Mid-Value"
"Siward Corradino","M",46,2257,27,"Librarian","Entertainment","Mass Customer","No",15,"6471","Meadow Valley Court",2097,"NSW","Australia",11,2245,5,4193.32,224,"Mid-Value"
"Standford Sauter","M",46,2947,75,"VP Product Management","Manufacturing","Mass Customer","No",11,"64107","Little Fleur Trail",4211,"QLD","Australia",3,2195,5,3764.83,423,"High-Value"
"Adriana Cullerne","F",46,1734,88,"Community Outreach Specialist","Retail","Mass Customer","Yes",11,"0","Westport Center",4558,"QLD","Australia",4,2206,2,923,311,"Mid-Value"
"Kathe Heatlie","F",46,2455,64,"Electrical Engineer","Manufacturing","Mass Customer","No",21,"1556","Sheridan Hill",4165,"QLD","Australia",5,2256,8,4737.68,244,"Mid-Value"
"Waverly Creebo","M",46,2177,35,"Social Worker","Health","Mass Customer","No",9,"15811","La Follette Park",2770,"NSW","Australia",7,2279,5,2762.18,122,"Low-Value"
"Dale Hursey","F",46,1678,20,"Staff Scientist","Financial Services","High Net Worth","Yes",13,"9175","Ryan Street",2088,"NSW","Australia",12,2249,9,4732.32,244,"Mid-Value"
"Mada Martinho","F",46,2001,21,"Analog Circuit Design manager","Manufacturing","Mass Customer","Yes",3,"3","Bonner Point",2800,"NSW","Australia",4,2267,8,5347.87,244,"Mid-Value"
"Myrtia Paschke","F",46,1977,28,"Speech Pathologist","Manufacturing","Mass Customer","Yes",5,"4622","Dixon Junction",2048,"NSW","Australia",8,2241,4,2080.25,212,"Low-Value"
"Elvis Rixon","M",46,1021,16,"Mechanical Systems Engineer","Retail","High Net Worth","No",7,"996","Cody Terrace",2761,"NSW","Australia",8,2209,8,5048.26,344,"High-Value"
"Xylia Lange","F",46,1051,34,"Help Desk Technician","Property","High Net Worth","Yes",14,"5271","Vernon Court",3207,"VIC","Australia",10,2360,5,1294.69,121,"Low-Value"
"Gerri Heliet","M",46,2278,11,"Product Engineer","Health","Affluent Customer","Yes",8,"31953","Dixon Way",2580,"NSW","Australia",4,2215,4,279.78,311,"Mid-Value"
"Duffy Godbehere","M",46,2951,13,"Community Outreach Specialist","Financial Services","High Net Worth","No",12,"24","Green Parkway",3437,"VIC","Australia",8,2266,9,4729.73,244,"Mid-Value"
"Sully Dorling","M",46,1928,2,"Chemical Engineer","Manufacturing","High Net Worth","Yes",13,"8308","Linden Place",2570,"NSW","Australia",9,2215,2,879.48,311,"Mid-Value"
"Elsy Springell","F",46,2242,25,"VP Sales","IT","Mass Customer","Yes",21,"39179","Bayside Terrace",3148,"VIC","Australia",9,2351,3,898.82,111,"Low-Value"
"Wally Rebbeck","M",46,1795,40,"Internal Auditor","Manufacturing","Affluent Customer","No",7,"31186","Hoard Junction",2015,"NSW","Australia",12,2184,6,2882.84,433,"High-Value"
"Alexa Simanek","F",46,2949,68,"GIS Technical Architect","Telecommunications","Mass Customer","No",17,"321","Muir Crossing",3175,"VIC","Australia",5,2194,3,952.9,411,"High-Value"
"Avery Adamov","M",46,2903,47,"Operator","Manufacturing","Affluent Customer","Yes",9,"493","Calypso Center",2170,"NSW","Australia",8,2207,3,1370.8,311,"Mid-Value"
"Gary Eager","M",46,1957,1,"Accountant IV","Property","Affluent Customer","No",4,"969","Gale Way",3108,"VIC","Australia",10,2200,10,5079.91,344,"High-Value"
"Jim Shoppee","M",46,2372,14,"Clinical Specialist","Health","Affluent Customer","No",10,"0","Gateway Road",3149,"VIC","Australia",12,2181,9,3031.18,443,"High-Value"
"Hirsch Peele","M",46,2570,13,"Professor","Financial Services","Mass Customer","Yes",18,"457","Merry Pass",4812,"QLD","Australia",3,2274,8,4420.45,144,"Low-Value"
"Ivory Roscam","F",46,1647,21,"Senior Financial Analyst","Financial Services","High Net Worth","Yes",17,"73363","Butterfield Crossing",4567,"QLD","Australia",9,2359,7,3267.5,133,"Low-Value"
"Granger Tuftin","M",46,962,49,"VP Product Management","Health","High Net Worth","Yes",17,"4","Kennedy Trail",3147,"VIC","Australia",8,2183,7,2344,432,"High-Value"
"Jacky Jerosch","M",46,1209,40,"Senior Developer","Property","High Net Worth","Yes",11,"12103","Merchant Circle",3072,"VIC","Australia",9,2312,2,1809.69,112,"Low-Value"
"Carver Saturley","M",46,1545,34,"Associate Professor","Health","Mass Customer","Yes",15,"8595","Ruskin Plaza",3196,"VIC","Australia",10,2183,7,2637.47,432,"High-Value"
"Veronike Clampett","F",46,2043,67,"Software Consultant","Manufacturing","Mass Customer","No",7,"9","Porter Pass",4077,"QLD","Australia",6,2320,5,3472.24,123,"Low-Value"
"Brooke Alastair","M",46,2644,72,"VP Sales","IT","Mass Customer","No",12,"8","6th Center",3141,"VIC","Australia",7,2241,2,1607.27,211,"Low-Value"
"Ivan Blackhall","M",46,1136,72,"Executive Secretary","Property","High Net Worth","No",7,"92","Melvin Hill",2147,"NSW","Australia",9,2216,5,3394.1,323,"Mid-Value"
"Heinrik","M",46,744,54,"Graphic Designer","Manufacturing","Affluent Customer","Yes",14,"2","North Crossing",3111,"VIC","Australia",11,2204,5,1267.68,321,"Mid-Value"
"Roy Jone","M",46,2387,33,"Nurse","Financial Services","High Net Worth","Yes",9,"98","Mesta Street",2038,"NSW","Australia",11,2363,2,147.83,111,"Low-Value"
"Reyna Braizier","F",46,898,53,"General Manager","Financial Services","Affluent Customer","No",16,"850","Manitowish Avenue",2148,"NSW","Australia",8,2386,1,179.44,111,"Low-Value"
"Vail Southernwood","M",46,1901,40,"Budget/Accounting Analyst I","Argiculture","Affluent Customer","No",8,"3","Manley Crossing",4074,"QLD","Australia",6,2308,7,5809.11,134,"Low-Value"
"Diannne Neissen","F",46,2202,46,"Physical Therapy Assistant","Financial Services","Affluent Customer","Yes",8,"26049","Straubel Point",2099,"NSW","Australia",11,2239,10,5090.61,244,"Mid-Value"
"Land Bangley","M",46,2595,56,"Nurse Practicioner","Manufacturing","Affluent Customer","Yes",8,"755","Ramsey Terrace",4152,"QLD","Australia",6,2225,8,4631.38,344,"High-Value"
"Karin Burkill","F",46,561,99,"Tax Accountant","Financial Services","Mass Customer","No",12,"4","Graedel Parkway",2560,"NSW","Australia",8,2209,6,2891.59,333,"Mid-Value"
"Finn Dahlman","M",46,619,39,"Speech Pathologist","Property","Mass Customer","No",20,"66897","Pawling Circle",2066,"NSW","Australia",9,2246,7,3378.35,233,"Mid-Value"
"Norbert Gotcher","M",46,1006,15,"Quality Control Specialist","Telecommunications","Affluent Customer","Yes",19,"3383","Fair Oaks Circle",3046,"VIC","Australia",8,2218,8,4687.53,344,"High-Value"
"Harv Pavey","M",46,2582,98,"Director of Sales","Health","Mass Customer","No",7,"6551","Atwood Road",4216,"QLD","Australia",7,2233,5,2912.81,223,"Mid-Value"
"Teddi Adcocks","F",46,3196,11,"Engineer IV","Health","Mass Customer","No",8,"972","Lake View Terrace",3977,"VIC","Australia",7,2231,7,2929.01,233,"Mid-Value"
"Drake Riguard","M",46,2401,7,"Staff Scientist","IT","Mass Customer","Yes",15,"4","Center Park",3807,"VIC","Australia",6,2202,8,5804.28,344,"High-Value"
"Ahmed","M",46,1453,54,"Computer Systems Analyst I","Health","High Net Worth","No",13,"58516","Tony Plaza",2567,"NSW","Australia",8,2181,5,3265.75,423,"High-Value"
"Lorilyn Walshe","F",46,153,73,"Assistant Media Planner","Entertainment","Mass Customer","Yes",12,"453","Sheridan Street",2747,"NSW","Australia",8,2245,7,5522.51,234,"Mid-Value"
"Constantin Rodrigues","M",46,1656,59,"Chief Design Engineer","Financial Services","Mass Customer","Yes",7,"58","Kipling Avenue",4560,"QLD","Australia",8,2265,6,2256.47,232,"Mid-Value"
"Gal Waleran","M",46,3001,48,"Engineer IV","Argiculture","Mass Customer","No",20,"2","Hagan Hill",2155,"NSW","Australia",10,2285,4,3378.57,113,"Low-Value"
"Sauveur Edmands","M",46,3238,23,"Executive Secretary","Retail","Mass Customer","No",14,"8","Rockefeller Lane",2306,"NSW","Australia",4,2210,5,2076.89,322,"Mid-Value"
"Isidro Cypler","M",46,128,73,"Systems Administrator III","Property","Mass Customer","Yes",12,"10918","Merry Way",2452,"NSW","Australia",5,2318,4,2193.06,112,"Low-Value"
"Natalee Comport","F",46,1387,33,"Chemical Engineer","Manufacturing","Mass Customer","Yes",4,"50","Claremont Junction",3818,"VIC","Australia",6,2396,1,641.64,111,"Low-Value"
"Jermayne Hryniewicki","M",46,1137,46,"Business Systems Development Analyst","Retail","Mass Customer","No",18,"592","Merry Lane",3184,"VIC","Australia",3,2186,9,4837.19,444,"High-Value"
"Sonia Rous","F",46,1533,59,"Social Worker","Health","Affluent Customer","Yes",8,"2","Moulton Drive",2567,"NSW","Australia",10,2285,8,3968.52,143,"Low-Value"
"Otes Gottelier","M",46,1834,84,"Director of Sales","Financial Services","High Net Worth","Yes",11,"21","Duke Hill",4344,"QLD","Australia",4,2307,4,4434.93,114,"Low-Value"
"Freddi Arrington","F",46,2904,26,"Software Test Engineer III","Manufacturing","High Net Worth","Yes",11,"25","Schlimgen Terrace",2211,"NSW","Australia",9,2204,7,3163.39,333,"Mid-Value"
"Hercule","M",46,1129,2,"VP Marketing","Entertainment","Mass Customer","Yes",9,"1","Nevada Park",4226,"QLD","Australia",8,2207,13,6790.69,344,"High-Value"
"Dionysus McCarlie","M",46,3472,10,"VP Marketing","Retail","Affluent Customer","Yes",18,"75","Longview Terrace",2640,"NSW","Australia",3,2186,6,2779.58,432,"High-Value"
"Garrek Grimwade","M",46,923,44,"Senior Financial Analyst","Financial Services","High Net Worth","No",19,"43455","Carey Center",4131,"QLD","Australia",4,2213,7,3337.16,333,"Mid-Value"
"Hersch Gilkes","M",46,3345,83,"VP Sales","Financial Services","High Net Worth","No",12,"7","Clemons Drive",4370,"QLD","Australia",2,2212,5,1367,321,"Mid-Value"
"Eldridge Fiddeman","M",46,133,12,"VP Accounting","Financial Services","Mass Customer","Yes",16,"19392","7th Trail",4744,"QLD","Australia",1,2207,5,803.89,321,"Mid-Value"
"Thornie Andrusov","M",46,1064,3,"Librarian","Entertainment","Affluent Customer","Yes",8,"9993","Mccormick Street",2223,"NSW","Australia",8,2320,3,1398.4,111,"Low-Value"
"Henrieta MacClancey","F",46,501,94,"Environmental Specialist","Property","High Net Worth","No",19,"897","Little Fleur Way",3621,"VIC","Australia",8,2363,3,1264.13,111,"Low-Value"
"Jaime Dikelin","F",46,2839,12,"Assistant Media Planner","Entertainment","Mass Customer","No",10,"9695","Northland Pass",2450,"NSW","Australia",7,2198,8,2693.04,442,"High-Value"
"Roanne Cowthard","F",46,394,70,"Legal Assistant","Health","High Net Worth","Yes",16,"7343","Washington Road",2287,"NSW","Australia",5,2226,8,5445.46,344,"High-Value"
"Kimball Scutter","M",46,2944,45,"Environmental Specialist","Manufacturing","Affluent Customer","No",7,"797","Orin Terrace",2119,"NSW","Australia",10,2211,6,1458.81,331,"Mid-Value"
"Berne Donegan","M",46,402,9,"Desktop Support Technician","Retail","Affluent Customer","No",22,"586","Miller Parkway",2835,"NSW","Australia",1,2237,6,4965.43,234,"Mid-Value"
"Brantley Cecchi","M",46,1186,70,"Help Desk Operator","Manufacturing","Affluent Customer","Yes",20,"84","Westridge Hill",2061,"NSW","Australia",10,2214,6,2437.23,332,"Mid-Value"
"Borden Wooles","M",46,1876,16,"Recruiting Manager","Financial Services","Affluent Customer","No",21,"4498","Donald Crossing",2525,"NSW","Australia",10,2319,5,4057.63,123,"Low-Value"
"Ernesta Billany","F",46,1613,18,"Recruiter","Property","Mass Customer","No",19,"55433","Schmedeman Lane",2263,"NSW","Australia",8,2222,8,3512.03,343,"High-Value"
"Rebekah Dmych","F",46,861,73,"Senior Financial Analyst","Financial Services","High Net Worth","No",17,"55","Hovde Parkway",3975,"VIC","Australia",8,2235,5,1009.34,221,"Low-Value"
"Bart Eakle","M",46,576,98,"Recruiter","Retail","Mass Customer","Yes",7,"44","Bunting Parkway",2106,"NSW","Australia",10,2188,6,4580.35,434,"High-Value"
"Shelden Lorent","M",46,2688,53,"Database Administrator III","Property","Mass Customer","No",13,"22","Moulton Place",4878,"QLD","Australia",4,2269,3,1017.75,111,"Low-Value"
"Sheila-kathryn Calton","F",46,5,56,"Senior Editor","Manufacturing","Affluent Customer","Yes",8,"17979","Del Mar Point",2448,"NSW","Australia",4,2197,6,2394.94,432,"High-Value"
"Kinsley Klimus","M",46,757,91,"Environmental Tech","Financial Services","Mass Customer","No",18,"195","Knutson Place",4019,"QLD","Australia",8,2253,5,2946.73,223,"Mid-Value"
"Emmet Cristoforo","M",46,2444,22,"Associate Professor","Manufacturing","High Net Worth","No",11,"8","Superior Court",3174,"VIC","Australia",5,2225,4,3270.22,313,"Mid-Value"
"Cam MacFadyen","M",46,2670,53,"VP Accounting","Financial Services","High Net Worth","Yes",18,"6988","Waxwing Hill",4700,"QLD","Australia",3,2239,3,1311.39,211,"Low-Value"
